WASHINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Individual Income Tax Returns: 
Selected Income and Tax Items by State, 
ZIP Code, and Size of Adjusted Gross Income, 
98843,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98844,,"1,827",853,859,"3,896","1,169","68,650","1,431","45,343",620,"1,968",285,"1,056",245,697,258,"2,727",104,249,"2,042",157,"1,694",349,"7,133",306,"2,002",286,"2,816",0,0,307,"6,777",0,0,255,1451,276,718,302,"2,237",233,"2,235",192,661,"1,226","39,333",463,572,38,35,276,336,34,17,306,427,407,792,351,704,0,0,"1,067","5,223","1,164","5,964",336,"1,270","1,409","3,486"
98844,"$1 under $25,000",916,224,367,1622,485,11497,704,8399,199,340,87,151,75,76,109,617,49,81,32,49,247,124,1297,159,851,40,70,**,**,59,1123,**,**,50,400,49,84,57,489,40,311,29,61,349,2095,84,29,**,**,37,13,**,**,213,267,310,611,270,547,**,**,281,191,361,325,94,56,750,1454
98844,"$25,000 under $50,000",455,256,231,1068,319,16263,358,11116,166,321,71,128,59,47,62,612,**,56,-26,40,367,103,2263,83,672,127,745,**,**,68,1733,**,**,49,767,63,185,67,956,44,324,43,145,423,7696,160,140,**,**,101,91,**,**,93,160,97,181,81,157,**,**,344,775,354,895,92,122,355,910
98844,"$50,000 under $75,000",209,153,113,510,144,12767,167,8892,108,355,39,214,34,142,41,511,** 22,35,253,26,298,55,1319,41,313,59,743,**,**,52,1027,**,**,47,55,45,99,51,161,37,341,36,132,208,8276,87,136,** 38,** 35,56,92,** 34,** 17,**,**,0,0,0,0,**,**,199,976,203,1127,58,139,149,451
98844,"$75,000 under $100,000",147,126,81,415,134,12595,121,9001,81,227,44,170,38,117,21,337,33,39,311,42,782,37,1009,** 23,** 166,34,635,**,**,70,1357,**,**,59,94,66,157,69,273,66,658,41,110,146,8803,76,141,**,**,56,99,**,**,**,**,0,0,0,0,**,**,144,1075,146,1181,41,177,106,383
98844,"$100,000 under $200,000",100,94,67,281,87,15528,81,7935,66,725,44,393,39,315,25,650,**,38,1472,**,**,30,1245,**,**,26,623,**,**,58,1537,**,**,50,135,53,193,58,358,46,601,43,213,100,12463,56,126,**,**,26,41,**,**,**,**,0,0,0,0,**,**,99,2206,100,2436,51,776,49,288
98844,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98846,,565,259,278,"1,283",407,"25,304",482,"17,113",194,326,83,247,80,187,56,447,0,77,3497,38,644,83,"1,814",95,585,67,709,0,0,90,"1,901",0,0,77,191,83,257,88,485,65,766,56,96,404,"15,689",175,169,0,0,99,97,0,0,139,216,99,213,81,186,0,0,324,"2,282",342,"2,425",83,641,466,"1,161"
98846,"$1 under $25,000",277,63,123,512,146,3746,231,2905,69,119,24,50,22,27,**,**,**,26,196,**,**,29,285,38,193,**,**,**,**,29,492,**,**,24,24,25,57,28,84,**,**,**,**,126,625,40,11,**,**,** 21,** 5,**,**,86,124,68,149,59,136,**,**,92,53,106,83,22,11,240,451
98846,"$25,000 under $50,000",141,80,75,390,143,4889,119,3615,46,50,35,175,34,141,** 56,** 447,**,31,-23,38,644,25,528,34,233,37,201,**,**,**,**,**,**,**,**,**,**,**,**,** 34,** 325,30,47,131,2079,67,48,**,**,44,34,**,**,53,92,31,64,22,50,**,**,91,195,95,224,** 31,** 50,122,342
98846,"$50,000 under $75,000",74,50,57,183,59,4597,65,3697,51,84,**,**,**,**,**,**,**,**,**,**,**,29,1001,23,159,30,508,**,**,39,773,**,**,21,31,36,100,38,191,**,**,**,**,74,2959,35,56,**,**,34,58,**,**,**,**,0,0,0,0,**,**,68,353,68,374,**,**,61,187
98846,"$75,000 under $100,000",33,28,**,81,20,2867,28,2074,**,**,24,22,24,19,**,**,**,20,3324,**,**,**,**,**,**,**,**,**,**,**,**,**,**,** 32,** 136,**,**,**,**,** 31,** 441,26,49,33,2090,33,54,**,**,**,**,**,**,0,0,0,0,0,0,**,**,33,276,33,282,** 30,** 580,22,79
98846,"$100,000 under $200,000",40,38,23,117,39,9205,39,4822,28,73,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,22,636,**,**,**,**,22,100,22,210,**,**,**,**,40,7936,**,**,**,**,**,**,**,**,0,0,0,0,0,0,**,**,40,1405,40,1462,**,**,21,102
98846,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98847,,943,357,438,"2,026",646,"38,876",832,"25,592",349,1115,123,939,114,581,116,"1,022",28,110,663,72,862,136,"2,550",190,1061,100,"1,068",0,0,201,"4,120",0,0,173,273,179,428,195,740,164,"1,667",132,571,674,"23,003",296,297,23,30,177,187,27,10,229,319,186,394,160,362,0,0,544,"3,603",590,"3,948",138,558,778,"2,181"
98847,"$1 under $25,000",467,63,197,810,240,6295,411,5206,100,61,34,38,31,16,39,169,**,31,-16,**,**,42,466,75,331,**,**,**,**,27,472,**,**,23,16,** 22,** 49,24,65,**,**,**,**,213,1239,68,22,**,**,32,10,**,**,146,192,131,295,116,274,**,**,163,110,191,148,36,19,406,797
98847,"$25,000 under $50,000",250,115,115,598,203,8904,225,7112,100,136,27,112,** 24,** 44,52,386,28,24,-31,48,440,34,521,73,443,48,214,**,**,55,1046,**,**,47,51,47,98,53,153,65,561,41,89,235,4069,114,91,** 23,** 30,81,68,27,10,83,127,55,99,44,88,**,**,170,403,186,468,27,45,221,590
98847,"$50,000 under $75,000",103,75,51,295,108,6267,94,4945,55,71,31,233,28,123,**,**,**,24,113,**,**,** 40,** 985,42,287,** 23,** 310,**,**,41,679,**,**,36,52,38,80,40,140,36,370,26,70,103,3868,54,86,**,**,39,68,**,**,**,**,0,0,0,0,**,**,92,442,93,474,38,124,81,224
98847,"$75,000 under $100,000",53,40,23,141,47,4566,46,2928,37,24,**,**,**,**,25,467,**,**,**,24,422,**,**,**,**,29,544,**,**,26,539,**,**,20,34,** 25,** 53,26,103,** 23,** 262,21,110,53,3251,** 23,** 36,**,**,25,41,**,**,**,**,0,0,0,0,**,**,49,438,50,475,**,**,37,111
98847,"$100,000 under $200,000",70,64,52,182,48,12844,56,5401,57,823,31,556,31,398,**,**,**,31,597,**,**,** 20,** 578,**,**,**,**,**,**,52,1384,**,**,47,120,47,148,52,279,40,474,44,302,70,10576,37,62,**,**,**,**,**,**,0,0,0,0,0,0,**,**,70,2210,70,2383,37,370,33,459
98847,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98848,,"4,702","1,929","2,604","12,515","4,692","203,563","4,180","129,538","1,151","3,736",555,"2,611",498,"1,950",402,"3,572",173,466,"6,055",265,"3,178",550,"9,404",857,"4,786",465,"5,448",0,0,761,"15,713",27,247,633,"1,237",629,"1,684",747,"3,239",549,"4,847",536,"3,221","3,125","118,511","1,644","2,004",89,66,"1,153","1,226",137,69,"1,711","2,792",983,"2,345",874,"2,168",34,136,"2,329","19,522","2,496","21,477",629,"9,586","3,969","11,190"
98848,"$1 under $25,000",2259,370,1165,5177,1837,31285,2024,26446,268,278,118,293,111,199,138,605,38,90,1,59,353,161,1397,379,1901,51,80,**,**,92,1479,**,**,74,51,70,161,88,242,44,306,59,133,810,4089,323,102,**,**,209,63,**,**,1088,1586,658,1807,614,1720,0,0,533,338,627,489,148,89,2016,4678
98848,"$25,000 under $50,000",1331,660,757,4171,1742,47436,1209,39553,286,421,128,384,113,211,102,1044,31,102,-40,75,585,159,2306,289,1745,162,996,**,**,176,2849,** 27,** 247,138,166,141,314,169,500,133,1091,105,271,1204,19190,732,639,** 25,** 11,593,535,80,30,569,1136,325,538,260,448,0,0,743,1625,797,1897,114,182,1213,3576
98848,"$50,000 under $75,000",556,417,307,1638,633,33768,497,26254,225,450,87,243,77,150,72,577,32,78,141,51,558,97,1900,139,812,115,1619,**,**,175,2907,**,**,144,238,162,338,174,598,153,1231,115,384,556,20870,305,526,30,26,232,413,27,18,54,70,0,0,0,0,**,**,504,2296,519,2492,125,281,428,1234
98848,"$75,000 under $100,000",269,235,154,758,248,23083,231,16661,145,450,75,193,67,134,50,539,20,62,187,37,613,62,1657,50,328,70,1322,**,**,122,2363,**,**,103,204,100,240,120,470,91,843,90,430,268,16331,141,234,** 34,** 29,78,151,30,21,**,**,0,0,0,0,**,**,264,2091,266,2244,79,311,190,635
98848,"$100,000 under $200,000",217,189,156,583,172,28931,178,16598,162,833,91,532,82,423,40,807,52,76,806,43,1069,71,2144,**,**,67,1431,**,**,141,3834,**,**,123,411,116,386,141,888,103,1117,116,1037,217,22104,109,134,**,**,41,64,**,**,0,0,0,0,0,0,**,**,215,3785,217,4146,106,1077,122,1067
98848,"$200,000 or more",70,58,65,188,60,39060,41,4026,65,1304,56,966,48,833,**,**,**,58,4960,**,**,**,**,**,**,**,**,**,**,55,2281,**,**,51,167,40,245,55,541,25,259,51,966,70,35927,34,369,**,**,0,0,**,**,0,0,0,0,0,0,34,136,70,9387,70,10209,57,7646,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98849,,428,196,225,795,176,"14,879",316,"10,031",138,212,74,83,68,44,48,367,35,55,169,44,689,118,"2,230",75,752,78,723,0,0,67,"1,240",0,0,62,132,59,150,67,292,49,451,38,69,310,"8,341",101,82,0,0,48,50,0,0,52,69,86,177,75,167,0,0,270,"1,118",294,"1,206",95,179,307,805
98849,"$1 under $25,000",210,48,100,318,66,2616,148,1905,48,45,26,23,22,8,26,86,**,34,12,**,**,40,390,35,300,**,**,**,**,**,**,**,**,**,**,**,**,**,**,25,171,**,**,96,542,** 23,** 5,**,**,**,**,**,**,31,37,86,177,75,167,**,**,83,50,104,72,22,12,163,345
98849,"$25,000 under $50,000",119,67,62,248,62,4218,87,2849,39,67,** 20,** 16,** 20,** 9,** 22,** 281,** 35,**,**,44,689,36,592,40,452,42,187,**,**,38,552,**,**,** 34,** 55,32,71,38,130,**,**,** 38,** 69,115,2040,44,33,**,**,27,21,**,**,21,32,**,**,**,**,**,**,91,212,94,240,27,36,91,244
98849,"$50,000 under $75,000",60,46,40,136,48,3630,47,2115,27,91,28,44,26,27,**,**,**,21,157,**,**,42,1248,**,**,36,536,**,**,29,688,**,**,28,77,27,79,29,162,24,280,**,**,60,2358,34,44,**,**,21,29,**,**,**,**,0,0,0,0,**,**,57,293,57,320,46,131,32,83
98849,"$75,000 under $100,000",39,35,23,93,**,4415,34,3162,** 24,** 9,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,39,3401,**,**,**,**,**,**,**,**,0,0,0,0,0,0,**,**,39,563,39,574,**,**,21,133
98849,"$100,000 under $200,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98849,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98850,,693,268,391,"1,758",576,"25,161",614,"17,998",176,"1,087",48,137,41,104,67,623,26,40,343,32,188,88,"1,159",154,973,48,390,0,0,94,"1,748",0,0,81,120,79,274,90,403,73,728,56,88,443,"13,387",234,208,0,0,165,145,31,15,256,418,177,445,153,412,0,0,320,"2,302",351,"2,435",63,601,610,"1,830"
98850,"$1 under $25,000",366,73,201,830,231,5244,313,4244,65,31,** 21,** 20,** 20,** 8,29,207,** 26,** 20,** 26,** 32,** 188,36,397,56,272,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,26,37,133,697,53,15,**,**,33,8,**,**,169,247,119,332,108,312,**,**,88,58,106,91,**,**,332,809
98850,"$25,000 under $50,000",216,112,125,625,240,7560,198,6113,59,46,27,117,21,96,38,416,**,**,**,**,**,** 29,** 381,73,500,48,390,**,**,49,718,**,**,** 43,** 43,38,82,47,128,36,281,**,**,199,3172,121,99,**,**,89,75,31,15,87,171,58,113,45,100,**,**,131,283,143,332,41,55,189,586
98850,"$50,000 under $75,000",111,83,65,303,105,12357,103,7641,52,1010,**,**,**,**,**,**,**,** 20,** 317,**,**,23,381,25,201,**,**,**,**,45,1030,**,**,38,77,41,192,43,275,** 37,** 447,** 30,** 51,111,9518,60,94,**,**,43,62,**,**,**,**,0,0,0,0,**,**,101,1961,102,2012,22,546,89,435
98850,"$75,000 under $100,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,0,0,**,**,**,**,**,**,**,**,**,**
98850,"$100,000 under $200,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,0,0,**,**,**,**,**,**,**,**,**,**
98850,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98851,,"1,544",658,757,"3,247",947,"56,871","1,184","37,686",504,"1,027",231,673,202,446,166,"1,367",47,178,996,145,"1,457",385,"8,079",239,"1,905",260,"2,479",0,0,295,"5,238",0,0,247,395,261,660,292,"1,118",225,"1,818",208,683,"1,063","32,439",384,353,48,30,214,236,0,0,283,430,327,709,274,623,0,0,923,"4,476","1,015","4,820",238,601,"1,246","3,046"
98851,"$1 under $25,000",762,178,335,1372,398,9849,546,6402,167,313,74,102,62,46,77,491,25,49,7,54,254,162,1669,113,692,42,62,**,**,55,981,**,**,47,35,42,100,54,139,36,200,35,99,306,1730,69,24,**,**,35,14,**,**,183,241,244,548,213,498,**,**,252,158,320,254,75,38,629,1287
98851,"$25,000 under $50,000",405,186,218,953,311,14432,323,10098,126,162,55,140,50,84,48,543,**,45,46,31,264,95,1957,72,681,98,568,**,**,80,1271,**,**,69,83,72,145,78,232,51,371,52,187,381,6820,160,122,**,**,99,88,**,**,100,189,83,161,61,125,**,**,305,703,325,817,61,78,342,928
98851,"$50,000 under $75,000",194,142,99,463,119,11915,156,8202,95,163,42,95,36,53,41,333,22,35,4,32,321,64,1746,54,532,65,892,**,**,64,1067,**,**,53,93,56,136,64,243,53,464,39,112,193,7754,82,104,48,30,47,77,**,**,**,**,0,0,0,0,**,**,184,965,188,1019,46,89,148,366
98851,"$75,000 under $100,000",98,79,50,246,64,8453,87,5852,58,83,27,29,23,18,**,**,**,20,83,28,618,36,1156,**,**,26,428,**,**,45,825,**,**,32,58,41,97,45,170,39,312,36,136,98,6145,37,53,**,**,33,57,**,**,**,**,0,0,0,0,**,**,97,853,97,880,24,77,74,242
98851,"$100,000 under $200,000",85,73,55,213,55,12222,72,7132,58,306,33,307,31,245,**,**,**,29,856,**,**,28,1551,**,**,29,529,**,**,51,1094,**,**,46,126,50,182,51,334,46,471,46,149,85,9990,36,50,**,**,**,**,**,**,0,0,0,0,0,0,**,**,85,1797,85,1850,32,319,53,223
98851,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98855,,"2,277","1,150",1028,"4,976","1,490","82,970","1,780","53,844",716,"1,674",329,"1,325",292,918,362,"4,079",178,297,"2,131",173,"2,407",513,"10,571",376,"2,781",342,"3,128",0,0,378,"6,853",0,0,308,541,327,695,369,"1,301",279,"2,527",233,885,"1,559","46,191",615,655,89,80,361,416,53,25,442,641,496,"1,101",430,966,0,0,"1,333","6,100","1,496","7,020",379,"1,221","1,793","4,449"
98855,"$1 under $25,000",1175,354,478,2222,678,15770,896,11109,251,504,111,174,96,84,147,843,61,104,52,60,275,178,1804,192,1184,54,87,**,**,67,1080,**,**,56,43,44,75,63,124,36,288,32,50,479,2850,109,37,** 26,** 16,59,21,22,9,306,406,380,878,340,797,**,**,392,264,514,450,110,82,968,2059
98855,"$25,000 under $50,000",548,336,261,1328,404,19491,417,12421,169,311,70,136,59,90,101,1377,45,72,309,47,419,144,3123,106,971,142,762,**,**,100,1555,**,**,70,89,85,150,97,250,70,519,52,168,527,8769,233,178,**,**,155,130,**,**,136,235,116,223,90,169,**,**,402,825,441,1099,102,160,440,1121
98855,"$50,000 under $75,000",294,234,150,727,198,17960,249,12955,150,260,63,108,57,53,59,680,43,49,215,43,675,99,2332,50,420,78,1016,**,**,84,1448,**,**,69,123,81,191,83,330,68,575,55,185,293,11610,145,197,** 28,** 20,80,136,31,16,**,**,0,0,0,0,**,**,281,1372,283,1522,71,190,222,661
98855,"$75,000 under $100,000",146,130,71,407,131,12479,125,8611,75,330,39,133,36,65,30,537,29,33,269,**,**,50,1552,28,206,37,654,**,**,65,1293,**,**,55,142,60,139,64,292,54,585,46,238,146,8803,82,138,35,44,47,99,**,**,0,0,0,0,0,0,**,**,145,1113,145,1244,45,168,100,385
98855,"$100,000 under $200,000",114,96,68,292,79,17270,93,8748,71,269,46,774,44,626,25,642,**,39,1286,23,1038,42,1760,**,**,31,609,**,**,62,1477,**,**,58,144,57,140,62,305,51,560,48,244,114,14159,46,105,**,**,20,30,**,**,**,**,0,0,0,0,**,**,113,2526,113,2705,51,621,63,223
98855,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98856,,"1,166",472,528,"2,146",508,"43,385",885,"25,364",528,"1,210",245,925,217,569,255,"2,877",47,220,"2,174",96,"1,376",238,"5,409",256,"1,997",180,"1,567",0,0,265,"4,915",0,0,230,321,244,672,262,"1,101",184,"1,739",184,482,883,"25,330",302,286,38,32,160,177,30,12,144,180,235,381,182,307,0,0,769,"3,304",858,"3,793",239,596,877,"2,076"
98856,"$1 under $25,000",549,100,210,781,145,7162,390,4400,180,324,88,197,78,125,112,640,**,71,-17,22,142,73,840,115,818,26,40,**,**,61,1010,**,**,55,40,54,129,60,172,28,260,38,55,287,1821,65,24,**,**,26,12,**,**,77,75,156,256,128,222,**,**,241,168,302,293,74,52,430,762
98856,"$25,000 under $50,000",339,148,164,716,216,12184,269,7828,153,249,60,237,55,102,83,1033,47,50,98,27,256,79,1834,85,671,75,435,**,**,76,1146,**,**,66,71,69,141,75,262,59,411,48,104,320,6208,115,110,38,32,80,80,30,12,67,105,79,125,54,85,**,**,261,644,284,809,60,85,277,757
98856,"$50,000 under $75,000",155,115,79,347,77,9414,125,5736,94,214,46,161,38,116,30,344,**,50,361,21,286,47,1346,56,508,44,503,**,**,60,1222,**,**,52,76,58,163,60,252,44,453,44,125,153,5940,62,76,**,**,31,49,**,**,**,**,0,0,0,0,**,**,144,708,149,771,50,85,103,238
98856,"$75,000 under $100,000",69,62,37,156,25,5987,57,3744,58,82,27,64,23,36,30,860,**,24,188,26,692,39,1389,**,**,35,589,**,**,33,651,**,**,25,51,30,84,32,148,28,269,24,110,69,4355,31,31,**,**,** 23,** 36,**,**,0,0,0,0,0,0,**,**,69,576,69,639,26,70,43,144
98856,"$100,000 under $200,000",54,47,38,146,45,8638,44,3656,43,341,24,266,23,190,**,**,**,25,1544,**,**,**,**,**,**,**,**,**,**,35,886,**,**,32,83,33,155,35,267,25,346,30,88,54,7006,29,45,**,**,**,**,**,**,**,**,0,0,0,0,**,**,54,1208,54,1281,29,304,24,175
98856,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98857,,"1,674",711,"1,057","4,658","1,768","69,958","1,429","47,198",321,819,224,"8,012",101,364,144,"1,282",60,109,"1,459",70,664,161,"2,460",259,"1,326",130,"1,451",0,0,172,"3,248",0,0,144,260,142,350,167,643,124,"1,016",134,674,"1,186","39,824",614,708,32,17,479,562,42,24,604,"1,081",355,857,315,768,0,0,861,"5,901",942,"6,348",214,"1,160","1,428","5,374"
98857,"$1 under $25,000",685,126,403,1545,541,9200,616,7983,70,78,42,126,36,78,54,343,**,36,-15,** 30,** 237,46,336,79,341,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,246,1257,87,28,**,**,51,13,**,**,320,484,219,623,205,577,**,**,169,107,212,174,40,22,615,1580
98857,"$25,000 under $50,000",480,232,293,1676,702,17007,450,15051,66,35,**,**,**,**,43,359,33,**,**,**,**,43,540,95,469,56,226,**,**,51,751,**,**,41,46,33,62,48,112,29,180,34,128,432,6302,300,275,**,**,258,239,**,**,246,535,136,234,110,191,**,**,224,460,256,548,39,52,439,1516
98857,"$50,000 under $75,000",332,187,232,873,310,21305,207,11473,82,139,143,7508,30,77,26,326,**,36,325,** 40,** 427,31,525,85,516,37,504,**,**,48,779,**,**,35,58,45,86,47,147,40,281,36,125,331,14784,134,237,** 32,** 17,108,193,42,24,38,62,0,0,0,0,**,**,294,2385,300,2453,58,167,274,1749
98857,"$75,000 under $100,000",88,84,59,293,115,7542,81,5824,39,91,**,**,**,**,21,254,27,**,**,**,**,20,397,**,**,37,721,**,**,31,598,**,**,30,53,28,68,30,123,24,220,30,121,88,5222,53,101,**,**,40,79,**,**,**,**,0,0,0,0,**,**,85,595,85,636,26,79,62,201
98857,"$100,000 under $200,000",69,82,70,217,100,8757,75,6867,64,476,39,378,35,209,**,**,**,37,1149,**,**,** 21,** 662,**,**,**,**,**,**,42,1120,**,**,38,103,36,134,42,261,31,335,34,300,69,6874,40,67,**,**,** 22,** 38,**,**,0,0,0,0,0,0,**,**,69,1104,69,1238,51,840,38,328
98857,"$200,000 or more",** 20,**,**,** 54,**,"** 6,147",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,** 20,"** 5,385",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,** 20,"** 1,250",** 20,"** 1,299",**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98858,,693,335,388,"1,411",420,"34,276",583,"21,448",293,566,118,526,111,406,78,424,32,99,335,63,705,129,"2,081",102,717,105,"1,336",0,0,119,"2,261",0,0,106,195,112,240,118,453,100,896,87,325,543,"22,613",219,246,0,0,133,166,37,21,95,127,120,276,105,254,0,0,486,"3,633",512,"3,876",143,577,535,"1,674"
98858,"$1 under $25,000",284,52,144,408,112,3628,230,2716,70,66,36,67,** 34,** 37,20,164,**,29,1,**,**,40,314,44,218,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,139,838,29,11,**,**,**,**,**,**,57,72,82,210,75,198,**,**,117,79,132,107,31,12,240,492
98858,"$25,000 under $50,000",163,75,85,354,114,5857,142,4294,64,51,**,**,**,**,34,180,**,**,**,41,426,27,480,32,298,43,189,**,**,37,491,**,**,50,65,32,57,36,87,43,308,** 41,** 89,158,2954,76,62,0,0,61,51,**,**,38,55,38,66,30,56,**,**,130,294,138,345,25,38,137,382
98858,"$50,000 under $75,000",100,79,57,259,79,6116,82,4020,58,192,** 29,** 72,** 27,** 47,**,**,**,23,-12,**,**,28,571,26,201,29,438,**,**,20,334,**,**,**,**,20,36,20,75,**,**,**,**,100,3973,45,59,**,**,30,45,37,21,**,**,0,0,0,0,**,**,94,468,97,485,32,75,68,167
98858,"$75,000 under $100,000",80,69,56,208,59,6960,72,5109,48,136,23,79,21,34,24,80,** 32,20,-29,22,279,** 34,** 716,**,**,** 33,** 709,**,**,30,576,**,**,27,57,29,60,30,121,27,283,** 20,** 40,80,5056,39,70,**,**,42,70,**,**,**,**,0,0,0,0,**,**,79,665,79,738,25,155,54,204
98858,"$100,000 under $200,000",66,60,46,182,56,11715,57,5309,53,121,30,308,29,288,**,**,**,27,375,**,**,**,**,**,**,**,**,**,**,32,860,**,**,29,73,31,87,32,170,30,305,26,196,66,9792,30,44,**,**,**,**,**,**,0,0,0,0,0,0,**,**,66,2127,66,2201,30,297,36,429
98858,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
