"Table 1-- Individual Income Tax Returns: Selected Income and Tax Items by State, ZIP Code, and Size of Adjusted Gross Income, Tax Year 2001",,,,,,,,,,,,,,
(Money amounts in thousands of dollars),,,,,,,,,,,,,,
WASHINGTON           ,,,,,,,,,,,,,,
,,      Number of Exemptions      ,,,Salaries and Wages   ,,Taxable Interest,,Total Tax,,Schedule C,Schedule F  , Schedule A ,
"$25,000 under $50,000",211,496,139,"7,470",182,"5,870",139,243,198,606,36,*       22,50,
"$50,000 or more      ",174,523,167,"12,161",156,"9,497",136,334,173,"1,506",37,11,65,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99163                ,"8,640","15,238","3,717","313,299","7,614","233,183","4,724","9,264","6,211","41,197","1,061",131,"1,989",
"Under $10,000        ","2,865","2,230",302,"11,052","2,504","12,749",872,503,987,212,120,21,88,
"$10,000 under $25,000","2,035","3,028",517,"33,080","1,846","28,404",842,925,"1,584","1,726",147,20,162,
"$25,000 under $50,000","1,512","3,182",794,"54,340","1,354","45,188",983,"1,385","1,419","4,659",226,23,388,
"$50,000 or more      ","2,228","6,798","2,104","214,827","1,910","146,842","2,027","6,451","2,221","34,600",568,67,"1,351",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99164                ,27,29,7,622,27,703,13,6,17,75,**        ,--        ,**        ,
"Under $10,000        ",13,7,0,48,13,47,**        ,**        ,**        ,**          ,--        ,--        ,--        ,
"$10,000 under $25,000",*       14,*       22,*        7,*        574,*       14,*        656,*       13,*        6,*       17,*         75,--        ,--        ,--        ,
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        ,
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,**        ,--        ,**        ,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99165                ,226,311,61,"6,536",212,"5,844",115,119,167,789,22,**        ,35,
"Under $10,000        ",69,62,9,348,59,373,19,2,22,5,*       10,--        ,**        ,
"$10,000 under $25,000",68,86,16,"1,164",65,"1,086",32,17,57,72,**        ,--        ,*       12,
"$25,000 under $50,000",56,79,9,"1,923",55,"1,835",33,13,55,217,**        ,--        ,**        ,
"$50,000 or more      ",33,84,27,"3,101",33,"2,550",31,87,33,495,12,**        ,23,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99166                ,"1,118","2,619",720,"33,707",906,"25,195",603,"1,635",776,"3,585",215,48,173,
"Under $10,000        ",273,425,108,-488,201,"1,010",101,205,57,12,62,12,**        ,
"$10,000 under $25,000",314,711,160,"5,208",238,"3,354",146,298,209,192,59,10,*       38,
"$25,000 under $50,000",295,780,244,"10,773",263,"8,392",179,373,274,834,52,14,52,
"$50,000 or more      ",236,703,208,"18,214",204,"12,439",177,759,236,"2,547",42,12,83,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99167                ,247,553,169,"6,381",175,"4,008",136,233,152,549,56,39,48,
"Under $10,000        ",81,114,33,134,58,283,30,35,16,3,16,*       12,**        ,
"$10,000 under $25,000",58,132,36,981,37,487,30,33,36,31,11,**        ,*       11,
"$25,000 under $50,000",70,199,67,"2,464",49,"1,601",45,120,62,161,19,14,20,
"$50,000 or more      ",38,108,33,"2,802",31,"1,637",31,45,38,354,10,13,17,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99169                ,"1,250","2,660",649,"38,932",909,"25,229",718,"2,394",937,"4,347",163,103,192,
"Under $10,000        ",378,405,50,"1,739",205,976,140,130,182,122,30,20,17,
"$10,000 under $25,000",308,621,114,"5,138",236,"3,318",160,396,226,237,32,26,27,
"$25,000 under $50,000",294,806,258,"10,694",243,"7,775",193,534,261,811,46,29,72,
"$50,000 or more      ",270,828,227,"21,361",225,"13,160",225,"1,334",268,"3,177",55,28,76,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99170                ,521,"1,228",331,"16,335",414,"12,363",331,773,370,"1,799",73,78,91,
"Under $10,000        ",128,174,29,-445,97,622,61,96,33,6,18,17,**        ,
"$10,000 under $25,000",136,300,66,"2,315",106,"1,615",77,144,87,99,17,13,*       15,
"$25,000 under $50,000",135,366,125,"5,026",117,"4,032",90,150,129,385,23,24,37,
"$50,000 or more      ",122,388,111,"9,439",94,"6,094",103,383,121,"1,309",15,24,39,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99171                ,459,"1,082",229,"17,142",328,"9,087",331,"1,465",361,"2,031",64,57,62,
"Under $10,000        ",90,102,18,284,67,296,52,51,32,12,10,*       18,--        ,
"$10,000 under $25,000",129,277,43,"2,274",83,"1,174",86,174,94,111,16,**        ,12,
"$25,000 under $50,000",118,313,75,"4,237",92,"2,694",84,270,113,338,19,12,21,
"$50,000 or more      ",122,390,93,"10,347",86,"4,923",109,970,122,"1,570",19,27,29,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99173                ,501,"1,235",406,"11,794",404,"8,805",199,318,305,898,80,47,79,
"Under $10,000        ",138,262,83,271,98,485,40,59,27,3,27,11,**        ,
"$10,000 under $25,000",175,412,118,"2,952",144,"2,103",59,72,111,109,25,12,*       24,
"$25,000 under $50,000",131,392,152,"4,651",117,"3,573",60,114,110,320,*       28,*       24,29,
"$50,000 or more      ",57,169,53,"3,920",45,"2,644",40,73,57,466,**        ,**        ,26,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99174                ,42,84,16,"1,209",34,856,20,78,30,121,10,**        ,**        ,
"Under $10,000        ",11,11,2,52,*       16,*        160,**        ,**        ,**        ,**          ,*       10,--        ,--        ,
"$10,000 under $25,000",10,23,6,160,**        ,**          ,**        ,**        ,**        ,**          ,**        ,--        ,**        ,
"$25,000 under $50,000",*       21,*       50,*        8,*        997,*       18,*        696,*       20,*       78,*       30,*        121,**        ,**        ,**        ,
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,**        ,--        ,**        ,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99176                ,91,218,70,"3,121",79,"2,180",59,147,74,320,11,16,11,
"Under $10,000        ",13,22,9,-73,12,64,**        ,**        ,**        ,**          ,*       11,**        ,**        ,
"$10,000 under $25,000",27,46,10,450,20,312,*       21,*       30,*       25,*         24,**        ,*       16,--        ,
"$25,000 under $50,000",27,68,23,983,24,719,16,29,25,83,**        ,**        ,*       11,
"$50,000 or more      ",24,82,28,"1,761",23,"1,085",22,88,24,213,**        ,**        ,**        ,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99179                ,206,499,133,"7,712",164,"4,873",142,457,166,780,33,20,43,
"Under $10,000        ",36,36,5,184,27,136,20,13,17,4,**        ,*       10,--        ,
"$10,000 under $25,000",47,95,15,813,34,503,27,48,35,43,**        ,**        ,*       16,
"$25,000 under $50,000",62,169,58,"2,255",53,"1,627",43,118,55,180,*       19,**        ,**        ,
"$50,000 or more      ",61,199,55,"4,460",50,"2,607",52,278,59,553,14,10,27,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99180                ,364,811,251,"11,520",294,"7,475",164,408,246,"1,244",48,30,69,
"Under $10,000        ",96,120,25,333,73,353,27,46,26,7,13,*       13,**        ,
"$10,000 under $25,000",111,228,59,"1,785",84,"1,136",40,65,75,78,11,**        ,*       17,
"$25,000 under $50,000",87,238,79,"3,086",73,"2,351",45,37,76,229,12,*       17,14,
"$50,000 or more      ",70,225,88,"6,316",64,"3,635",52,260,69,930,12,**        ,38,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99181                ,673,"1,643",516,"25,089",529,"14,389",347,"1,252",464,"3,702",113,50,134,
"Under $10,000        ",150,207,47,228,112,676,46,62,43,8,24,11,**        ,
"$10,000 under $25,000",222,588,200,"3,824",159,"2,277",97,190,136,137,38,14,*       27,
"$25,000 under $50,000",167,462,150,"6,024",138,"4,301",98,269,152,450,31,12,40,
"$50,000 or more      ",134,386,119,"15,013",120,"7,135",106,731,133,"3,107",20,13,67,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99185                ,634,"1,436",337,"20,593",503,"12,659",408,"1,264",445,"2,316",84,48,110,
"Under $10,000        ",165,196,43,-50,130,592,78,67,43,7,16,11,**        ,
"$10,000 under $25,000",153,367,73,"2,634",109,"1,576",87,235,99,101,22,*       20,*       24,
"$25,000 under $50,000",178,465,124,"6,501",146,"4,116",118,300,166,521,26,**        ,38,
"$50,000 or more      ",138,408,97,"11,508",118,"6,375",125,662,137,"1,687",20,17,48,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99201                ,"3,761","6,956","1,890","113,182","3,247","83,118","1,243","4,625","2,401","17,307",344,**        ,493,
"Under $10,000        ","1,187","1,710",473,"5,055","1,035","5,318",196,275,245,59,75,--        ,34,
"$10,000 under $25,000","1,410","2,518",670,"23,632","1,219","19,321",380,689,"1,054","1,214",104,**        ,94,
"$25,000 under $50,000",763,"1,684",489,"26,681",663,"21,285",352,894,703,"2,332",82,--        ,157,
"$50,000 or more      ",401,"1,044",258,"57,814",330,"37,194",315,"2,767",399,"13,702",83,**        ,208,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99202                ,"6,990","13,835","4,189","194,216","6,075","150,498","2,613","7,075","4,769","20,293",767,10,"1,248",
"Under $10,000        ","1,816","2,525",726,"7,245","1,539","8,105",360,455,459,92,168,*       10,52,
"$10,000 under $25,000","2,532","4,861","1,532","43,055","2,189","35,486",728,"1,210","1,811","2,024",229,**        ,196,
"$25,000 under $50,000","1,687","3,867","1,233","59,372","1,518","49,661",795,"1,596","1,548","4,904",198,**        ,460,
"$50,000 or more      ",955,"2,582",698,"84,544",829,"57,246",730,"3,814",951,"13,273",172,**        ,540,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99203                ,"10,397","22,043","5,526","589,772","8,145","392,801","6,932","24,694","8,509","96,552","1,701",26,"4,167",
"Under $10,000        ","2,010","1,691",238,"3,031","1,417","7,466",931,952,717,152,189,**        ,138,
"$10,000 under $25,000","1,988","3,621",605,"34,283","1,414","22,519","1,010","2,475","1,546","1,788",220,**        ,340,
"$25,000 under $50,000","2,494","5,305","1,291","92,385","2,035","68,258","1,628","3,853","2,362","8,372",413,**        ,998,
"$50,000 or more      ","3,905","11,426","3,392","460,073","3,279","294,558","3,363","17,414","3,884","86,240",879,*       26,"2,691",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99204                ,"4,722","7,804","1,515","152,703","4,074","110,363","1,966","6,069","3,589","20,683",511,31,771,
"Under $10,000        ","1,176","1,438",262,"5,185",994,"5,624",287,270,338,69,88,**        ,43,
"$10,000 under $25,000","1,779","2,544",371,"30,007","1,577","25,453",521,880,"1,517","1,802",122,*       16,87,
"$25,000 under $50,000","1,004","1,783",313,"34,844",872,"27,548",526,"1,245",979,"3,417",118,**        ,180,
"$50,000 or more      ",763,"2,039",569,"82,667",631,"51,738",632,"3,674",755,"15,395",183,15,461,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99205                ,"19,372","40,449","11,019","596,971","16,483","468,391","9,070","17,782","14,977","57,235","2,003",37,"4,495",
"Under $10,000        ","3,559","4,278",927,"17,329","2,902","15,024",968,903,"1,009",200,328,**        ,120,
"$10,000 under $25,000","6,111","11,609","2,873","105,784","4,950","80,531","2,240","4,036","4,636","5,288",504,*       22,693,
"$25,000 under $50,000","6,190","14,447","4,261","222,384","5,492","181,799","3,242","5,399","5,831","18,602",697,**        ,"1,937",
"$50,000 or more      ","3,512","10,115","2,958","251,474","3,139","191,037","2,620","7,444","3,501","33,145",474,15,"1,745",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99206                ,"14,379","30,839","9,022","547,026","12,342","414,184","7,477","16,797","11,093","64,258","1,898",45,"4,341",
"Under $10,000        ","2,911","2,913",592,"10,915","2,396","12,295",983,800,936,199,253,**        ,142,
"$10,000 under $25,000","4,022","7,546","1,878","68,979","3,320","53,625","1,444","2,634","2,949","3,246",379,*       24,431,
"$25,000 under $50,000","3,709","8,890","2,714","134,173","3,272","107,019","1,986","3,596","3,483","10,897",563,**        ,"1,296",
"$50,000 or more      ","3,737","11,490","3,838","332,959","3,354","241,245","3,064","9,767","3,725","49,916",703,21,"2,472",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99207                ,"15,937","32,431","10,187","396,988","14,239","327,023","5,328","10,036","11,097","33,574","1,287",33,"2,331",
"Under $10,000        ","3,668","5,173","1,543","18,120","3,178","16,566",685,602,902,196,285,**        ,88,
"$10,000 under $25,000","6,146","11,942","3,697","105,049","5,431","87,986","1,623","2,733","4,422","4,905",398,*       19,499,
"$25,000 under $50,000","4,472","10,615","3,577","155,854","4,153","135,214","1,899","2,636","4,131","12,496",400,**        ,"1,084",
"$50,000 or more      ","1,651","4,701","1,370","117,965","1,477","87,257","1,121","4,065","1,642","15,977",204,14,660,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99208                ,"16,239","36,157","10,110","780,592","13,512","554,085","10,156","25,984","13,150","108,583","2,130",63,"5,951",
"Under $10,000        ","3,141","2,568",407,"10,021","2,516","12,963","1,210","1,064","1,141",242,235,*       13,120,
"$10,000 under $25,000","3,614","6,549","1,176","61,570","2,783","44,163","1,660","3,354","2,803","3,163",313,**        ,411,
"$25,000 under $50,000","3,775","9,063","2,373","137,706","3,095","100,733","2,425","5,282","3,533","11,346",518,13,"1,376",
"$50,000 or more      ","5,709","17,977","6,154","571,295","5,118","396,226","4,861","16,284","5,673","93,832","1,064",37,"4,044",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99209                ,528,997,265,"19,149",451,"12,734",229,675,415,"2,448",76,**        ,132,
"Under $10,000        ",108,122,21,499,87,431,26,20,32,6,17,--        ,**        ,
"$10,000 under $25,000",151,282,80,"2,676",125,"2,071",45,63,120,141,17,--        ,*       22,
"$25,000 under $50,000",159,303,76,"5,582",145,"4,609",75,126,153,514,22,--        ,43,
"$50,000 or more      ",110,290,88,"10,392",94,"5,623",83,466,110,"1,787",20,**        ,67,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99210                ,574,"1,017",180,"34,870",403,"14,951",327,"2,240",450,"5,645",75,10,164,
"Under $10,000        ",111,152,24,364,71,375,37,43,28,4,17,--        ,**        ,
"$10,000 under $25,000",178,272,48,"2,997",134,"2,158",72,215,146,174,19,*       10,*       27,
"$25,000 under $50,000",139,230,38,"5,148",102,"3,464",88,354,134,548,13,--        ,42,
"$50,000 or more      ",146,363,70,"26,361",96,"8,954",130,"1,628",142,"4,919",26,**        ,95,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99211                ,142,261,39,"8,925",108,"4,401",94,937,124,"1,872",20,**        ,45,
"Under $10,000        ",16,24,2,25,11,45,**        ,**        ,**        ,**          ,*       10,--        ,**        ,
"$10,000 under $25,000",42,72,8,701,26,369,*       26,*       52,*       41,*         36,**        ,--        ,*       12,
"$25,000 under $50,000",45,84,14,"1,579",36,"1,218",33,59,44,154,*       10,**        ,10,
"$50,000 or more      ",39,81,15,"6,620",35,"2,769",35,826,39,"1,682",**        ,**        ,23,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99212                ,"8,492","17,379","4,484","323,655","7,213","237,966","4,298","12,730","6,633","41,888",993,27,"2,403",
"Under $10,000        ","1,575","1,913",409,"5,565","1,261","6,680",491,567,467,100,172,**        ,78,
"$10,000 under $25,000","2,610","4,803","1,089","45,024","2,121","34,258",948,"1,741","1,984","2,268",217,*       16,311,
"$25,000 under $50,000","2,392","5,302","1,432","86,035","2,117","69,301","1,299","2,481","2,271","7,397",281,**        ,809,
"$50,000 or more      ","1,915","5,361","1,554","187,031","1,714","127,727","1,560","7,941","1,911","32,123",323,11,"1,205",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99213                ,169,319,43,"8,815",128,"4,445",96,746,142,"1,096",32,--        ,49,
"Under $10,000        ",30,40,6,137,20,147,15,22,**        ,**          ,**        ,--        ,**        ,
"$10,000 under $25,000",40,69,9,698,30,489,15,35,*       43,*         41,**        ,--        ,**        ,
"$25,000 under $50,000",49,82,10,"1,701",40,"1,279",22,53,49,169,*       20,--        ,*       23,
"$50,000 or more      ",50,128,18,"6,279",38,"2,530",44,636,50,886,12,--        ,26,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99214                ,542,"1,033",195,"60,703",437,"13,783",307,"1,401",440,"9,607",87,**        ,165,
"Under $10,000        ",85,105,13,334,54,358,30,41,24,4,22,--        ,**        ,
"$10,000 under $25,000",167,282,51,"3,011",136,"2,231",74,91,134,177,18,--        ,*       32,
"$25,000 under $50,000",163,313,64,"5,767",141,"4,507",94,198,156,526,21,**        ,56,
"$50,000 or more      ",127,333,67,"51,591",106,"6,687",109,"1,071",126,"8,900",26,--        ,77,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99215                ,57,115,32,"2,277",54,"1,982",31,41,47,268,10,--        ,14,
"Under $10,000        ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,*       10,--        ,--        ,
"$10,000 under $25,000",*       22,*       38,*       11,*        301,*       21,*        254,*       15,*       12,*       12,*         11,**        ,--        ,--        ,
"$25,000 under $50,000",17,36,9,612,15,509,**        ,**        ,17,54,**        ,--        ,**        ,
"$50,000 or more      ",18,41,12,"1,364",18,"1,219",16,29,18,203,**        ,--        ,*       14,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99216                ,"9,661","20,385","5,662","329,007","8,287","258,963","4,848","9,993","7,541","34,382","1,028",29,"2,694",
"Under $10,000        ","1,743","1,858",364,"6,400","1,441","7,588",576,555,515,103,143,**        ,58,
"$10,000 under $25,000","2,979","5,456","1,261","51,467","2,438","39,257","1,100","2,147","2,248","2,596",226,*       13,336,
"$25,000 under $50,000","2,726","6,444","1,869","98,628","2,385","79,257","1,462","2,463","2,574","8,081",320,**        ,911,
"$50,000 or more      ","2,213","6,627","2,168","172,512","2,023","132,861","1,710","4,828","2,204","23,602",339,16,"1,389",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99217                ,"4,918","10,671","3,354","183,001","4,329","142,201","2,353","4,449","3,771","21,742",644,69,"1,327",
"Under $10,000        ",956,"1,042",264,"3,695",789,"4,472",271,193,312,64,98,*       13,39,
"$10,000 under $25,000","1,489","2,871",827,"25,799","1,280","20,818",488,693,"1,083","1,217",149,**        ,153,
"$25,000 under $50,000","1,346","3,350","1,130","48,386","1,217","39,485",709,"1,050","1,254","3,743",171,12,420,
"$50,000 or more      ","1,127","3,408","1,133","105,121","1,043","77,426",885,"2,513","1,122","16,718",226,44,715,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99218                ,"5,534","12,313","3,354","244,162","4,444","166,089","3,342","9,096","4,357","31,428",699,24,"1,997",
"Under $10,000        ","1,108",938,184,"4,239",902,"4,629",429,324,387,79,65,*       12,57,
"$10,000 under $25,000","1,394","2,614",523,"23,723","1,057","16,880",605,"1,370","1,052","1,127",115,**        ,166,
"$25,000 under $50,000","1,218","3,028",832,"44,341",958,"30,838",763,"2,030","1,112","3,470",177,**        ,476,
"$50,000 or more      ","1,814","5,733","1,815","171,859","1,527","113,742","1,545","5,372","1,806","26,752",342,12,"1,298",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99219                ,116,210,57,"6,155",102,"3,723",63,135,90,"1,039",13,**        ,39,
"Under $10,000        ",27,36,7,127,17,90,*       16,*       12,**        ,**          ,*       13,--        ,**        ,
"$10,000 under $25,000",20,36,13,349,19,320,**        ,**        ,*       23,*         19,--        ,--        ,**        ,
"$25,000 under $50,000",30,55,16,"1,074",29,953,16,10,29,97,**        ,--        ,*       18,
"$50,000 or more      ",39,83,21,"4,605",37,"2,360",31,113,38,923,**        ,**        ,21,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99220                ,210,390,86,"14,244",165,"5,394",122,"1,031",157,"2,498",41,**        ,66,
"Under $10,000        ",45,61,9,109,34,198,15,3,10,2,11,--        ,*       12,
"$10,000 under $25,000",55,109,32,991,43,780,24,78,40,48,*       18,**        ,**        ,
"$25,000 under $50,000",63,111,22,"2,274",53,"1,677",41,77,60,213,**        ,--        ,26,
"$50,000 or more      ",47,109,23,"10,870",35,"2,739",42,873,47,"2,235",12,--        ,28,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99223                ,"12,377","27,727","8,020","720,853","9,985","498,607","7,934","30,112","9,990","118,516","1,889",60,"5,149",
"Under $10,000        ","2,446","1,967",336,"5,346","1,821","9,029","1,038","1,659",856,731,206,**        ,130,
"$10,000 under $25,000","2,425","4,451",884,"41,816","1,812","29,206","1,108","2,346","1,826","2,051",275,**        ,425,
"$25,000 under $50,000","2,697","6,232","1,690","98,665","2,216","72,879","1,655","3,970","2,521","8,242",397,*       20,"1,047",
"$50,000 or more      ","4,809","15,077","5,110","575,026","4,136","387,493","4,133","22,137","4,787","107,492","1,011",40,"3,547",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99224                ,"5,608","11,830","2,959","250,086","4,722","184,681","3,199","8,455","4,439","35,957",800,134,"1,687",
"Under $10,000        ","1,026","1,065",199,"3,851",807,"4,357",364,371,318,67,104,17,63,
"$10,000 under $25,000","1,494","2,790",546,"25,804","1,197","19,398",613,"1,150","1,130","1,284",159,18,166,
"$25,000 under $50,000","1,498","3,444",902,"54,862","1,290","43,183",897,"1,724","1,407","4,703",203,33,468,
"$50,000 or more      ","1,590","4,531","1,312","165,569","1,428","117,743","1,325","5,210","1,584","29,903",334,66,990,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99228                ,406,854,200,"18,158",302,"10,323",252,822,308,"2,696",71,**        ,141,
"Under $10,000        ",72,93,20,238,49,236,28,47,18,14,10,**        ,**        ,
"$10,000 under $25,000",110,204,34,"1,869",79,"1,203",55,105,78,94,14,--        ,*       34,
"$25,000 under $50,000",100,219,68,"3,571",81,"2,651",57,167,88,305,16,--        ,33,
"$50,000 or more      ",124,338,78,"12,480",93,"6,233",112,503,124,"2,283",31,**        ,74,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99251                ,34,30,2,265,34,266,**        ,**        ,17,9,--        ,--        ,**        ,
"Under $10,000        ",*       34,*       30,*        2,*        265,*       34,*        266,**        ,**        ,*       17,*          9,--        ,--        ,**        ,
"$10,000 under $25,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        ,
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,--        ,--        ,**        ,**          ,--        ,--        ,--        ,
"$50,000 or more      ",--        ,--        ,--        ,--          ,--        ,--          ,--        ,--        ,--        ,--          ,--        ,--        ,--        ,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99258                ,91,61,4,686,83,682,21,2,42,30,--        ,--        ,**        ,
"Under $10,000        ",75,37,0,325,67,324,*       21,*        2,31,8,--        ,--        ,**        ,
"$10,000 under $25,000",*       16,*       24,*        4,*        361,*       16,*        358,**        ,**        ,*       11,*         22,--        ,--        ,--        ,
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        ,
"$50,000 or more      ",--        ,--        ,--        ,--          ,--        ,--          ,--        ,--        ,--        ,--          ,--        ,--        ,--        ,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99301                ,"15,290","38,086","14,872","566,109","13,615","435,807","7,431","15,758","10,300","64,194","1,767",347,"3,743",
"Under $10,000        ","3,097","4,072","1,401","10,789","2,675","14,161",845,659,771,164,221,47,71,
"$10,000 under $25,000","4,673","11,131","4,634","79,887","4,102","65,921","1,412","1,848","2,551","2,660",354,37,308,
"$25,000 under $50,000","3,719","10,966","4,593","133,845","3,383","111,272","1,982","3,051","3,195","9,137",509,74,"1,011",
"$50,000 or more      ","3,801","11,917","4,244","341,588","3,455","244,453","3,192","10,200","3,783","52,233",683,189,"2,353",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99302                ,790,"1,877",702,"24,005",694,"20,990",340,"1,824",518,"3,400",97,17,157,
"Under $10,000        ",141,241,87,"-4,401",103,588,36,49,26,5,28,**        ,**        ,
"$10,000 under $25,000",244,586,252,"4,188",220,"3,561",66,79,120,128,15,**        ,*       18,
"$25,000 under $50,000",240,618,251,"8,369",226,"7,180",107,221,208,626,26,*       17,53,
"$50,000 or more      ",165,432,112,"15,849",145,"9,661",131,"1,475",164,"2,641",28,**        ,86,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99320                ,"3,277","7,835","2,797","133,954","2,981","113,822","1,759","2,071","2,495","15,066",384,222,"1,017",
"Under $10,000        ",603,681,204,"2,433",522,"2,583",155,107,175,38,39,14,18,
"$10,000 under $25,000",733,"1,599",547,"12,465",630,"9,973",271,287,471,483,68,24,69,
"$25,000 under $50,000",836,"2,232",831,"30,875",767,"26,712",463,488,750,"2,313",115,57,270,
"$50,000 or more      ","1,105","3,323","1,215","88,181","1,062","74,554",870,"1,189","1,099","12,232",162,127,660,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99321                ,153,470,225,"4,129",143,"3,704",46,88,64,350,14,**        ,**        ,
"Under $10,000        ",43,113,56,228,37,239,*       13,*       21,--        ,--          ,*       14,**        ,**        ,
"$10,000 under $25,000",55,182,94,937,53,848,**        ,**        ,18,20,**        ,--        ,--        ,
"$25,000 under $50,000",28,86,40,940,27,847,13,7,20,59,**        ,**        ,**        ,
"$50,000 or more      ",27,89,35,"2,024",26,"1,770",20,60,26,271,**        ,--        ,**        ,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99322                ,111,285,72,"4,968",85,"2,595",77,165,85,632,17,29,22,
"Under $10,000        ",21,28,3,-204,13,67,*       21,*       55,**        ,**          ,**        ,**        ,**        ,
"$10,000 under $25,000",16,40,8,250,10,110,**        ,**        ,*       18,*         10,**        ,*       17,**        ,
"$25,000 under $50,000",35,99,27,"1,220",28,822,21,43,28,85,*       17,**        ,**        ,
"$50,000 or more      ",39,118,34,"3,702",34,"1,596",35,67,39,537,**        ,12,*       22,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
99323                ,"1,544","3,656","1,236","62,164","1,387","53,554",838,"1,425","1,220","7,020",199,48,471,
"Under $10,000        ",245,225,55,-822,206,"1,261",82,45,72,16,21,*       13,**        ,
