WASHINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Individual Income Tax Returns: 
Selected Income and Tax Items by State, 
ZIP Code, and Size of Adjusted Gross Income, 
98840,"$25,000 under $50,000",448,228,223,985,310,16395,355,11900,134,194,78,258,73,140,57,561,22,64,85,47,395,109,2143,66,435,128,760,**,**,82,1435,**,**,75,73,77,149,82,242,60,425,67,166,427,8073,171,134,**,**,96,89,**,**,83,150,94,177,77,140,**,**,355,822,371,925,60,68,377,973
98840,"$50,000 under $75,000",243,169,112,579,167,14820,199,11044,101,137,50,101,43,54,24,378,20,32,62,33,200,74,1756,30,198,58,778,**,**,59,969,**,**,48,59,53,108,57,192,47,395,32,72,243,9736,104,157,37,8,68,122,24,10,**,**,0,0,0,0,**,**,231,1185,232,1302,59,124,178,481
98840,"$75,000 under $100,000",145,131,62,386,110,12406,126,9103,76,98,40,51,35,35,24,471,28,28,66,22,334,46,1341,23,137,37,684,**,**,51,947,**,**,47,84,50,127,51,221,44,391,33,58,145,8943,66,106,**,**,67,120,**,**,0,0,0,0,0,0,**,**,145,1147,145,1267,38,133,102,288
98840,"$100,000 under $200,000",100,109,56,257,79,12866,102,10914,83,351,57,141,52,125,27,1514,**,49,2021,24,502,38,1237,**,**,29,513,**,**,65,1934,**,**,59,148,61,217,65,408,52,606,54,242,100,10034,53,72,**,**,**,**,**,**,0,0,0,0,0,0,**,**,100,1648,100,1785,54,659,57,204
98840,"$200,000 or more",23,**,20,54,**,9388,**,**,**,**,**,**,**,**,**,**,0,**,**,**,**,**,**,0,0,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,23,8468,**,**,**,**,0,0,**,**,0,0,0,0,0,0,**,**,23,2157,23,2266,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98841,,"3,843","1,484","1,731","8,018","2,858","144,876","3,164","101,227",967,"1,531",487,"1,351",441,689,421,"5,559",99,429,"2,028",315,"3,656",792,"13,764",593,"4,391",514,"5,316",0,0,583,"10,541",0,0,486,705,510,"1,198",567,"2,148",443,"3,742",334,"1,345","2,633","84,843","1,108","1,167",69,23,703,802,101,49,745,940,"1,034","2,242",925,"2,090",22,84,"2,245","11,796","2,414","12,871",553,"2,146","3,105","7,978"
98841,"$1 under $25,000",1922,336,812,3281,1193,23773,1514,17468,287,329,137,265,121,126,145,580,37,140,-30,86,507,299,2754,312,1933,75,152,**,**,101,1429,**,**,78,57,77,143,98,226,60,379,42,83,750,4358,229,69,**,**,112,39,**,**,516,591,769,1758,709,1672,0,0,588,390,712,528,131,82,1653,3547
98841,"$25,000 under $50,000",987,391,435,2226,845,35357,836,26335,233,329,120,183,106,88,103,1238,**,93,-36,92,596,227,3946,161,1355,209,1184,**,**,145,2369,**,**,116,113,123,226,137,436,103,733,76,202,950,17356,444,390,43,18,317,296,48,21,204,311,265,484,216,418,22,84,754,1727,791,1963,141,196,829,2397
98841,"$50,000 under $75,000",461,327,219,1197,409,28226,399,20431,185,371,86,254,82,177,74,1158,40,73,313,51,562,124,2691,75,682,108,1521,**,**,119,2234,**,**,102,158,107,228,116,398,92,830,68,272,460,17939,213,337,**,**,143,251,20,10,25,38,0,0,0,0,0,0,435,2081,441,2335,122,330,328,920
98841,"$75,000 under $100,000",260,228,145,718,230,22380,228,16241,125,146,69,182,64,93,57,763,**,58,205,43,658,83,1941,45,421,76,1446,**,**,100,1870,**,**,90,150,93,226,99,403,85,745,61,176,260,16001,131,221,26,5,88,159,33,18,**,**,0,0,0,0,0,0,256,2036,258,2182,65,198,186,685
98841,"$100,000 under $200,000",175,166,90,500,159,22052,157,15968,105,151,49,209,43,116,42,1820,22,42,625,43,1333,59,2432,**,**,46,1013,**,**,92,1847,**,**,80,171,85,232,91,432,83,788,62,432,175,17402,91,150,**,**,43,57,**,**,0,0,0,0,0,0,**,**,174,2818,174,2987,70,295,109,429
98841,"$200,000 or more",38,36,30,96,22,13088,30,4784,32,205,26,258,25,89,**,**,**,23,951,**,**,**,**,0,0,**,**,**,**,26,792,**,**,20,56,25,143,26,253,20,267,25,180,38,11787,**,**,**,**,0,0,0,0,0,0,0,0,0,0,**,**,38,2744,38,2876,24,1045,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98843,,771,321,468,"2,069","1,017","32,896",688,"23,064",218,270,90,642,83,405,53,157,40,81,"1,047",43,387,82,"2,028",115,589,82,973,0,0,140,"3,171",0,0,124,284,127,550,137,884,117,"1,485",103,269,499,"18,159",252,203,0,0,177,155,0,0,293,506,127,300,115,285,0,0,362,"2,753",369,"2,908",87,674,658,"1,841"
98843,"$1 under $25,000",414,63,222,992,552,6200,380,5693,46,47,**,**,31,154,29,107,20,30,-14,21,249,**,**,51,279,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,165,890,79,25,**,**,51,15,**,**,206,323,79,203,73,194,**,**,101,67,102,82,34,26,387,827
98843,"$25,000 under $50,000",187,121,137,644,338,6878,162,5672,57,42,37,220,**,**,**,**,**,**,**,**,**,50,781,41,193,47,352,**,**,35,714,**,**,31,33,47,166,33,144,43,396,37,91,164,2409,99,84,**,**,80,68,**,**,87,183,48,97,42,91,**,**,93,178,98,200,**,**,162,583
98843,"$50,000 under $75,000",56,40,36,153,58,3442,49,2697,29,29,27,230,26,167,24,50,20,25,15,22,138,**,**,23,117,**,**,**,**,21,409,**,**,21,44,**,**,21,104,**,**,**,**,56,2116,31,44,**,**,21,31,**,**,**,**,0,0,0,0,**,**,54,215,55,224,25,58,43,154
98843,"$75,000 under $100,000",49,42,27,134,43,4249,41,2895,36,26,**,**,**,**,**,**,**,**,**,**,**,32,1247,**,**,35,621,**,**,33,697,**,**,29,52,32,133,33,192,29,338,22,62,49,2871,21,38,**,**,25,41,**,**,0,0,0,0,0,0,**,**,49,366,49,391,**,**,33,145
98843,"$100,000 under $200,000",65,55,46,146,26,12127,56,6107,50,126,26,192,26,84,**,**,**,26,1046,**,**,**,**,**,**,**,**,**,**,51,1351,**,**,43,155,48,251,50,444,45,751,44,116,65,9873,22,12,**,**,**,**,**,**,0,0,0,0,0,0,**,**,65,1927,65,2011,28,590,33,132
98843,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98844,,"1,796",827,801,"3,762","1,216","69,666","1,383","46,785",614,"1,600",259,"1,141",217,606,260,"2,169",106,260,"1,737",172,"1,945",333,"6,790",300,"1,579",275,"2,679",0,0,311,"5,876",0,0,246,385,258,711,306,"1,157",233,"2,229",183,568,"1,267","39,806",469,502,26,4,297,330,34,15,299,432,391,794,344,718,0,0,"1,088","5,325","1,182","6,002",294,"1,013","1,387","3,355"
98844,"$1 under $25,000",869,220,321,1471,460,11056,644,7684,199,315,81,159,67,63,104,614,31,88,-8,56,281,122,1329,151,807,50,127,**,**,61,1025,**,**,44,42,45,102,59,152,39,378,29,54,364,1964,66,19,**,**,45,12,**,**,189,241,297,607,264,555,**,**,297,183,371,294,95,59,689,1307
98844,"$25,000 under $50,000",474,257,228,1128,396,16934,371,11839,166,389,61,170,49,85,74,608,46,64,144,42,462,111,2237,92,496,120,742,**,**,74,1226,**,**,56,73,58,136,73,215,48,356,36,118,452,7867,198,147,26,4,121,96,34,15,110,191,94,187,80,163,**,**,353,768,367,911,70,142,391,1063
98844,"$50,000 under $75,000",207,141,112,483,135,12843,167,9116,91,217,41,200,35,151,34,334,**,39,51,33,474,51,1544,57,276,55,707,**,**,61,1021,**,**,52,66,51,126,59,205,51,437,44,121,207,8499,85,127,**,**,58,94,**,**,**,**,0,0,0,0,**,**,198,1046,201,1169,51,167,151,470
98844,"$75,000 under $100,000",132,105,69,361,124,11374,104,8070,81,265,30,243,27,165,20,112,29,33,269,41,728,25,804,**,**,30,606,**,**,48,1072,**,**,40,76,44,112,48,197,41,432,27,96,131,8044,58,99,**,**,44,87,**,**,**,**,0,0,0,0,**,**,128,1040,130,1148,34,190,95,331
98844,"$100,000 under $200,000",114,104,71,319,101,17459,97,10076,77,414,46,369,39,142,28,501,**,36,1281,**,**,24,876,**,**,20,497,**,**,67,1532,**,**,54,128,60,235,67,388,54,626,47,179,113,13432,62,110,**,**,29,41,**,**,0,0,0,0,0,0,**,**,112,2288,113,2480,44,455,61,184
98844,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98846,,577,255,280,"1,355",559,"23,262",496,"17,558",172,145,86,117,78,57,53,469,0,75,101,34,202,90,"2,081",93,403,71,844,0,0,100,"1,854",0,0,88,140,93,278,100,462,75,755,61,62,402,"13,226",167,159,0,0,104,111,0,0,149,247,103,205,89,186,0,0,321,"1,846",328,"1,974",79,182,471,"1,119"
98846,"$1 under $25,000",279,45,118,528,240,3795,238,3105,57,71,26,45,23,14,30,205,**,21,-5,**,**,26,274,39,162,**,**,**,**,37,573,**,**,31,23,33,77,37,112,22,158,**,**,118,658,31,7,**,**,**,**,**,**,89,147,65,129,55,121,**,**,93,61,97,81,33,35,243,456
98846,"$25,000 under $50,000",145,89,78,435,201,5200,130,4232,38,13,33,50,28,25,**,**,**,29,-13,34,202,21,482,34,145,29,189,**,**,**,**,**,**,**,**,**,**,**,**,**,**,38,34,131,2092,77,58,**,**,72,52,**,**,60,100,38,76,34,65,**,**,79,186,82,206,**,**,129,361
98846,"$50,000 under $75,000",68,47,54,167,52,4245,55,2862,30,26,**,**,**,**,23,264,**,**,**,**,**,21,626,20,96,22,246,**,**,37,690,**,**,35,66,35,104,37,179,30,310,**,**,68,2759,27,49,**,**,32,59,**,**,**,**,0,0,0,0,**,**,64,322,64,354,22,29,50,157
98846,"$75,000 under $100,000",35,29,**,85,21,3021,32,2236,21,22,27,22,27,18,**,**,**,25,119,**,**,22,699,**,**,20,409,**,**,**,**,**,**,**,**,**,**,**,**,**,**,23,28,35,2181,32,45,**,**,**,**,**,**,0,0,0,0,0,0,**,**,35,299,35,316,**,**,24,68
98846,"$100,000 under $200,000",50,45,30,140,45,7001,41,5123,26,13,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,26,591,**,**,22,51,25,97,26,171,23,287,**,**,50,5536,**,**,**,**,**,**,**,**,0,0,0,0,0,0,**,**,50,978,50,1017,24,118,25,77
98846,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98847,,908,345,434,"1,948",760,"35,845",781,"24,691",323,621,114,641,105,311,116,795,29,102,206,66,670,118,"2,344",172,810,102,"1,098",0,0,174,"3,441",0,0,150,229,146,350,169,627,133,"1,274",116,468,644,"20,690",275,263,0,0,180,188,27,9,206,284,198,407,173,382,0,0,510,"3,048",550,"3,335",137,364,740,"1,713"
98847,"$1 under $25,000",446,58,203,713,274,5730,374,4458,89,77,28,126,45,32,37,201,**,28,-23,**,**,37,464,88,414,**,**,**,**,25,426,**,**,22,13,**,**,22,47,**,**,**,**,198,1121,61,23,**,**,30,11,**,**,113,143,136,282,117,270,**,**,154,90,178,132,37,32,392,694
98847,"$25,000 under $50,000",249,118,108,677,310,8904,224,7393,87,94,23,36,**,**,36,283,29,21,-22,40,383,47,859,56,267,73,518,**,**,44,753,**,**,36,40,58,132,43,147,51,455,33,92,233,3867,118,97,**,**,95,80,27,9,93,141,62,125,56,112,**,**,156,367,169,432,31,48,216,583
98847,"$50,000 under $75,000",100,70,48,271,101,6198,89,4811,62,97,33,58,31,36,21,109,**,26,19,**,**,**,**,28,129,**,**,**,**,39,612,**,**,33,44,53,112,38,117,54,513,26,67,100,3933,63,111,**,**,33,59,**,**,**,**,0,0,0,0,**,**,88,458,91,505,38,75,74,194
98847,"$75,000 under $100,000",53,47,30,141,41,4570,45,3214,36,59,**,**,**,**,22,202,**,**,**,26,287,34,1021,**,**,29,580,**,**,23,484,**,**,21,32,**,**,23,79,**,**,21,89,53,3222,**,**,**,**,22,38,**,**,0,0,0,0,0,0,**,**,52,418,52,445,**,**,34,94
98847,"$100,000 under $200,000",60,52,45,146,34,10443,49,4815,49,294,30,421,29,243,**,**,**,27,232,**,**,**,**,**,**,**,**,**,**,43,1166,**,**,38,100,35,106,43,237,28,306,36,220,60,8547,33,32,**,**,**,**,**,**,0,0,0,0,0,0,**,**,60,1715,60,1821,31,209,24,148
98847,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98848,,"4,862","1,969","2,529","13,037","6,480","213,154","4,315","138,295","1,058","3,040",551,"2,220",499,"1,525",407,"3,232",172,514,"6,376",279,"3,716",561,"9,152",818,"3,364",469,"5,778",0,0,765,"17,857",41,99,645,"1,056",630,"1,804",749,"2,983",546,"4,809",547,"4,650","3,242","121,947","1,664","1,741",52,8,"1,200","1,302",133,71,"1,765","3,025","1,008","2,496",908,"2,331",31,68,"2,395","19,644","2,559","21,367",627,"7,456","4,045","11,290"
98848,"$1 under $25,000",2282,324,1076,5063,2727,31094,2027,26796,230,205,120,267,106,200,144,853,37,98,-27,62,393,155,1210,369,1473,43,75,**,**,87,1323,**,**,74,43,70,172,84,218,48,382,53,113,802,4202,300,85,24,3,184,48,**,**,1058,1568,664,1882,618,1795,0,0,556,362,648,524,146,109,2029,4718
98848,"$25,000 under $50,000",1406,694,762,4572,2476,50057,1285,42824,239,340,118,399,105,227,95,1021,29,106,5,73,667,161,2190,264,1026,163,1009,**,**,171,2837,**,**,135,145,134,301,165,475,118,922,107,308,1266,19297,784,655,**,**,632,544,74,36,639,1369,344,614,290,536,0,0,740,1613,797,1841,117,220,1262,4053
98848,"$50,000 under $75,000",586,448,300,1793,759,35660,527,28671,200,285,95,382,85,214,70,412,30,91,-76,56,620,111,2040,132,480,112,1674,**,**,192,3545,41,99,158,223,169,412,189,666,158,1347,136,411,586,21278,315,560,28,5,240,458,29,17,68,88,0,0,0,0,**,**,515,2272,527,2476,128,306,442,1272
98848,"$75,000 under $100,000",288,245,169,801,268,24771,250,17399,153,312,70,212,67,156,50,677,25,61,193,42,710,69,1786,53,385,74,1401,**,**,122,2376,**,**,106,208,103,294,120,534,91,802,92,497,288,17557,135,229,**,**,96,171,30,18,**,**,0,0,0,0,**,**,285,2284,287,2533,86,384,191,515
98848,"$100,000 under $200,000",227,197,153,623,199,29532,181,17274,172,1078,97,492,90,374,48,269,51,97,676,46,1326,65,1926,**,**,57,1180,**,**,135,3405,**,**,116,253,112,377,133,682,101,1046,107,1095,227,22800,107,137,**,**,48,81,**,**,0,0,0,0,0,0,**,**,226,3812,227,4064,101,934,121,732
98848,"$200,000 or more",73,61,69,185,51,42040,45,5331,64,820,51,468,46,354,**,**,**,61,5605,**,**,**,**,**,**,20,439,**,**,58,4371,**,**,56,184,42,248,58,408,30,310,52,2226,73,36813,23,75,0,0,0,0,**,**,0,0,0,0,0,0,31,68,73,9301,73,9929,49,5503,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98849,,432,204,229,817,188,"15,113",322,"10,278",131,149,71,63,65,38,53,230,40,74,86,43,517,114,"2,044",62,462,78,713,0,0,81,"1,354",0,0,62,66,73,159,80,252,61,431,43,42,308,"8,424",100,84,0,0,52,52,0,0,54,69,100,184,87,168,0,0,278,"1,119",297,"1,220",79,119,329,731
98849,"$1 under $25,000",200,52,98,320,75,2533,140,1646,41,29,43,32,39,18,33,179,**,44,20,**,**,38,368,34,230,**,**,**,**,**,**,**,**,31,27,**,**,**,**,28,201,21,25,84,497,**,**,**,**,**,**,**,**,34,39,75,137,64,129,**,**,72,47,88,74,22,21,155,301
98849,"$25,000 under $50,000",122,63,58,246,61,4291,90,2827,38,57,**,**,**,**,**,**,**,**,**,43,517,33,673,28,232,44,211,**,**,43,698,**,**,**,**,37,89,43,137,**,**,**,**,114,2038,59,35,**,**,28,20,**,**,20,30,25,47,23,39,**,**,97,213,100,251,21,38,100,241
98849,"$50,000 under $75,000",75,60,51,167,32,4534,60,2872,52,63,28,31,26,20,20,51,40,30,66,**,**,43,1003,**,**,34,502,**,**,38,656,**,**,31,39,36,70,37,115,33,230,22,17,75,2947,41,49,**,**,24,32,**,**,**,**,0,0,0,0,**,**,74,360,74,387,36,60,50,116
98849,"$75,000 under $100,000",35,29,22,84,20,3755,32,2933,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,35,2942,**,**,**,**,**,**,**,**,0,0,0,0,0,0,**,**,35,499,35,508,**,**,24,73
98849,"$100,000 under $200,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98849,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98850,,747,258,382,"1,881",903,"23,568",659,"18,726",166,116,47,26,45,13,50,359,29,35,-32,38,153,85,"1,063",137,659,55,498,0,0,93,"1,624",0,0,81,116,87,272,91,402,75,700,50,69,478,"11,283",252,243,0,0,180,174,25,12,268,390,214,444,191,419,0,0,348,"1,424",369,"1,580",68,184,656,"1,734"
98850,"$1 under $25,000",406,63,188,871,429,5301,345,4398,58,29,**,**,**,**,23,181,**,**,**,**,**,59,635,62,228,**,**,**,**,**,**,**,**,33,31,**,**,**,**,**,**,27,29,150,695,53,16,**,**,30,9,**,**,174,222,157,350,146,337,**,**,102,55,118,77,20,10,369,819
98850,"$25,000 under $50,000",213,100,116,642,329,7587,199,6580,51,27,47,26,45,13,27,178,29,35,-32,38,153,**,**,51,308,32,121,**,**,40,537,**,**,**,**,37,84,39,117,50,371,**,**,200,3206,126,109,**,**,96,86,25,12,94,168,57,94,45,82,**,**,128,270,130,305,21,40,191,576
98850,"$50,000 under $75,000",75,52,47,222,95,4507,66,3669,23,11,**,**,**,**,**,**,**,**,**,**,**,26,428,24,123,23,377,**,**,24,365,**,**,20,24,21,58,23,86,**,**,**,**,75,2774,44,73,**,**,54,79,**,**,**,**,0,0,0,0,**,**,66,322,68,362,27,134,63,192
98850,"$75,000 under $100,000",29,43,31,79,26,2553,26,1864,34,49,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,29,722,**,**,28,61,29,130,29,199,25,329,23,40,29,1769,29,45,**,**,**,**,**,**,**,**,0,0,0,0,**,**,28,218,29,253,**,**,33,147
98850,"$100,000 under $200,000",24,**,**,67,24,3620,23,2215,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,24,2839,**,**,**,**,**,**,**,**,0,0,0,0,0,0,**,**,24,559,24,583,**,**,**,**
98850,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98851,,"1,562",649,735,"3,234","1,085","59,067","1,201","38,917",455,838,223,471,194,192,170,988,51,195,864,156,"1,578",367,"7,452",240,"1,589",271,"2,658",0,0,283,"5,080",0,0,231,337,240,616,280,"1,129",210,"1,537",200,630,"1,073","34,348",348,324,38,5,197,229,0,0,285,445,339,756,299,691,0,0,950,"4,815","1,027","5,115",223,842,"1,249","2,974"
98851,"$1 under $25,000",768,169,323,1344,470,9907,557,6604,144,228,64,96,58,29,78,549,29,43,-36,51,312,138,1466,111,723,44,72,**,**,51,620,**,**,40,30,40,88,49,121,31,184,27,60,313,1890,73,21,**,**,28,9,**,**,187,247,259,584,231,536,**,**,268,178,330,266,66,52,642,1272
98851,"$25,000 under $50,000",404,187,203,945,353,14461,331,10316,114,105,57,114,46,55,45,251,**,50,101,51,532,111,1968,67,460,111,693,**,**,77,1346,**,**,61,65,58,127,76,245,51,303,50,156,371,6896,130,97,**,**,84,77,**,**,98,198,80,172,68,155,**,**,305,729,317,787,55,60,339,915
98851,"$50,000 under $75,000",193,130,94,446,123,11777,149,7787,82,229,41,122,37,43,22,143,22,41,38,28,277,56,1800,36,253,61,842,**,**,57,1002,**,**,44,64,49,123,57,258,41,279,44,137,192,7715,75,98,38,5,51,81,**,**,**,**,0,0,0,0,**,**,182,962,185,1021,36,93,145,361
98851,"$75,000 under $100,000",91,75,44,228,62,7793,75,5569,48,131,25,54,21,32,25,45,**,24,191,26,457,29,952,26,153,24,460,**,**,37,741,**,**,33,50,35,84,37,156,34,246,28,122,91,5604,32,51,**,**,34,62,**,**,**,**,0,0,0,0,**,**,89,749,89,760,24,47,65,237
98851,"$100,000 under $200,000",106,88,71,271,77,15129,89,8641,67,145,36,85,32,33,**,**,**,37,570,**,**,33,1266,**,**,31,591,**,**,61,1371,**,**,53,128,58,194,61,349,53,525,51,155,106,12243,38,57,**,**,**,**,**,**,0,0,0,0,0,0,**,**,106,2197,106,2281,42,590,58,189
98851,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98855,,"2,249","1,139",955,"4,899","1,596","84,397","1,736","55,574",707,"1,367",327,882,285,496,364,"3,917",188,305,"1,157",199,"2,253",516,"10,917",371,"2,085",346,"3,051",0,0,381,"7,011",0,0,309,472,326,779,371,"1,339",279,"2,497",246,877,"1,514","47,609",588,628,66,19,368,437,44,17,438,625,519,"1,180",443,"1,029",0,0,"1,283","6,397","1,459","7,229",372,"1,086","1,725","4,227"
98855,"$1 under $25,000",1111,347,415,2040,667,14267,829,10195,226,330,111,173,97,86,143,1021,70,98,-67,65,412,184,1966,182,873,55,71,**,**,57,1041,**,**,44,26,47,118,55,152,39,338,34,78,412,2350,99,29,**,**,51,17,0,0,289,369,402,951,353,865,**,**,329,223,454,411,97,76,901,1928
98855,"$25,000 under $50,000",565,329,252,1362,468,20207,429,12874,187,359,83,141,71,86,104,1239,52,86,334,54,524,154,3107,110,712,152,848,**,**,103,1709,**,**,84,106,77,132,98,251,63,435,65,247,529,9003,222,159,42,8,152,126,**,**,149,256,117,229,90,164,**,**,404,880,447,1131,103,166,443,1091
98855,"$50,000 under $75,000",295,230,146,773,248,18060,246,13250,138,243,58,179,49,127,60,522,37,48,201,52,493,81,2007,46,313,71,964,**,**,90,1596,**,**,67,98,83,167,89,283,69,630,51,177,295,11366,137,212,**,**,99,170,44,17,**,**,0,0,0,0,**,**,275,1293,282,1455,72,208,215,647
98855,"$75,000 under $100,000",145,120,63,391,126,12363,126,8885,73,70,29,59,27,26,31,631,29,26,-4,**,**,53,1871,33,187,34,603,**,**,54,965,**,**,44,69,48,112,53,201,46,438,37,142,145,8944,73,118,24,11,44,90,**,**,0,0,0,0,0,0,**,**,145,1195,145,1302,44,153,100,302
98855,"$100,000 under $200,000",133,113,79,333,87,19500,106,10370,83,365,46,330,41,171,26,504,**,47,693,28,824,44,1966,**,**,34,565,**,**,77,1700,**,**,70,173,71,250,76,452,62,656,59,233,133,15946,57,110,**,**,22,34,**,**,0,0,0,0,0,0,**,**,130,2806,131,2930,56,483,66,259
98855,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98856,,"1,148",486,513,"2,137",542,"43,016",893,"25,195",528,938,265,"1,078",241,563,269,"2,259",52,246,"1,831",108,"1,452",240,"5,420",231,"1,415",190,"1,621",0,0,252,"4,864",0,0,224,331,236,784,251,"1,219",179,"1,579",169,416,872,"24,901",307,281,26,20,151,158,30,7,158,195,246,464,207,389,0,0,740,"3,262",829,"3,687",198,451,853,"1,865"
98856,"$1 under $25,000",545,121,200,830,203,7241,412,4989,174,188,79,196,75,141,114,620,**,74,-6,30,149,74,764,100,461,26,35,**,**,53,863,**,**,42,30,48,135,52,206,22,185,34,38,283,1731,62,22,**,**,27,12,**,**,93,93,177,329,152,283,**,**,227,157,291,268,64,53,427,753
98856,"$25,000 under $50,000",325,148,151,671,198,11787,255,7344,156,296,84,352,73,171,78,895,52,71,85,27,332,78,1729,82,575,78,452,**,**,80,1507,**,**,74,86,73,214,80,331,61,491,50,133,311,5904,127,89,26,20,74,67,30,7,65,102,69,135,55,106,**,**,249,612,268,745,49,70,260,627
98856,"$50,000 under $75,000",151,106,78,340,83,9205,121,5744,93,167,47,87,42,50,39,453,**,40,120,20,284,49,1324,49,379,49,567,**,**,50,973,**,**,42,61,48,125,50,202,38,326,33,88,151,5891,64,89,**,**,50,79,**,**,**,**,0,0,0,0,**,**,139,693,143,777,37,84,100,267
98856,"$75,000 under $100,000",67,59,41,147,21,5721,59,3512,50,63,24,112,23,43,38,291,**,27,303,31,687,39,1603,**,**,37,567,**,**,33,619,**,**,32,52,33,98,33,155,29,278,24,67,67,4167,25,31,**,**,**,**,**,**,0,0,0,0,0,0,**,**,66,526,67,574,24,60,38,99
