"Table 1-- Individual Income Tax Returns: Selected Income and Tax Items by State, ZIP Code, and Size of Adjusted Gross Income, Tax Year 1998",,,,,,,,,,,,,,,,,,
(Money amounts in thousands of dollars),,,,,,,,,,,,,,,,,,
WASHINGTON           ,,,,,,,,,,,,,,,,,,
,,      Number of Exemptions      ,,,Salaries and Wages   ,,Taxable Interest,,Earned Income Credit  ,,Total Tax,,Schedule C,,Schedule F  ,, Schedule A Deductions ,
"Under $10,000        ",81,136,47,352,56,236,27,28,38,56,31,19,24,25,**        ,**        ,**        ,**          
"$10,000 under $25,000",107,243,80,"1,723",79,"1,088",42,93,*       40,*       81,86,98,28,34,*       16,*       18,**        ,**          
"$25,000 under $50,000",64,155,50,"2,182",47,"1,344",44,99,**        ,**        ,63,226,18,21,**        ,**        ,*       19,*        234
"$50,000 or more      ",41,115,37,"3,324",36,"2,059",33,83,--        ,--        ,40,482,11,13,10,10,16,275
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99158                ,277,555,181,"8,841",219,"5,701",190,467,34,46,221,"1,017",38,45,31,32,41,501
"Under $10,000        ",61,44,10,120,54,249,33,12,12,10,22,6,*       13,*       13,**        ,**        ,**        ,**          
"$10,000 under $25,000",68,119,31,"1,175",46,765,38,95,*       22,*       36,57,76,**        ,**        ,**        ,**        ,**        ,**          
"$25,000 under $50,000",81,209,83,"2,959",71,"2,165",57,72,**        ,**        ,75,285,12,16,*       31,*       32,*       19,*        233
"$50,000 or more      ",67,183,57,"4,587",48,"2,522",62,288,--        ,--        ,67,650,13,16,**        ,**        ,22,268
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99159                ,709,"1,380",417,"23,034",493,"11,940",503,"2,007",74,116,545,"2,949",88,93,74,75,72,"1,202"
"Under $10,000        ",213,177,26,680,121,468,118,112,25,26,94,28,18,18,10,10,**        ,**          
"$10,000 under $25,000",161,324,103,"2,798",114,"1,728",111,295,*       49,*       90,122,164,24,25,15,16,*       18,*        210
"$25,000 under $50,000",177,455,154,"6,468",147,"4,348",128,429,**        ,**        ,172,614,17,19,28,28,17,268
"$50,000 or more      ",158,424,134,"13,088",111,"5,396",146,"1,171",--        ,--        ,157,"2,143",29,31,21,21,37,724
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99160                ,74,172,60,"1,418",52,828,35,80,25,34,51,105,10,10,**        ,**        ,**        ,**          
"Under $10,000        ",21,37,12,51,12,47,**        ,**        ,10,6,10,7,*       10,*       10,**        ,**        ,--        ,--          
"$10,000 under $25,000",35,85,30,620,29,392,*       21,*       26,*       15,*       28,24,28,**        ,**        ,--        ,--        ,**        ,**          
"$25,000 under $50,000",*       18,*       50,*       18,*        747,*       11,*        389,*       14,*       54,**        ,**        ,*       17,*         70,**        ,**        ,--        ,--        ,**        ,**          
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          ,--        ,--        ,--        ,--        ,**        ,**          
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99161                ,653,"1,350",422,"20,084",538,"14,888",421,970,92,123,542,"2,174",116,134,40,43,109,"1,228"
"Under $10,000        ",143,145,34,423,118,611,62,26,36,45,62,21,19,23,*       13,*       16,**        ,**          
"$10,000 under $25,000",166,301,79,"2,921",123,"1,899",99,192,44,73,141,186,26,28,**        ,**        ,*       19,*        190
"$25,000 under $50,000",206,528,190,"7,287",180,"5,861",139,283,12,5,201,654,39,46,14,14,40,388
"$50,000 or more      ",138,376,119,"9,453",117,"6,517",121,469,--        ,--        ,138,"1,313",32,37,13,13,50,650
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99163                ,"8,241","13,512","3,614","287,035","7,236","203,779","5,024","9,341",880,"1,096","6,093","41,702","1,043","1,224",132,137,"1,765","36,136"
"Under $10,000        ","3,006","2,276",369,"12,490","2,610","13,021","1,083",412,543,468,"1,194",377,113,132,17,18,61,475
"$10,000 under $25,000","1,874","2,878",610,"30,114","1,703","25,697",988,810,305,617,"1,561","1,894",154,180,17,17,121,"1,032"
"$25,000 under $50,000","1,421","2,988",848,"51,487","1,264","41,098","1,123","1,573",32,11,"1,400","5,062",238,276,40,41,388,"4,344"
"$50,000 or more      ","1,940","5,370","1,787","192,944","1,659","123,963","1,830","6,546",--        ,--        ,"1,938","34,369",538,636,58,61,"1,195","30,285"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99165                ,291,397,74,"6,784",276,"6,175",161,83,40,28,207,783,33,39,**        ,**        ,37,432
"Under $10,000        ",109,106,12,505,98,462,35,8,29,13,35,11,**        ,**        ,--        ,--        ,**        ,**          
"$10,000 under $25,000",84,107,17,"1,343",81,"1,280",45,16,*       11,*       15,75,95,**        ,**        ,--        ,--        ,**        ,**          
"$25,000 under $50,000",67,109,23,"2,333",67,"2,253",52,20,**        ,**        ,66,262,*       33,*       39,**        ,**        ,*       19,*        158
"$50,000 or more      ",31,75,22,"2,603",30,"2,180",29,39,--        ,--        ,31,415,**        ,**        ,**        ,**        ,18,274
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99166                ,"1,124","2,421",767,"32,561",901,"24,242",644,"1,436",204,251,833,"3,655",235,273,54,55,152,"1,783"
"Under $10,000        ",315,448,129,503,227,"1,153",118,109,131,124,91,43,66,72,13,13,13,101
"$10,000 under $25,000",297,590,161,"5,209",220,"3,476",165,279,63,122,234,322,70,81,19,19,20,204
"$25,000 under $50,000",294,757,266,"10,727",262,"8,603",187,274,10,5,290,"1,006",54,60,10,11,50,511
"$50,000 or more      ",218,626,211,"16,122",192,"11,010",174,774,--        ,--        ,218,"2,284",45,60,12,12,69,967
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99167                ,193,426,138,"6,159",134,"3,514",127,325,28,37,155,726,44,58,44,48,40,498
"Under $10,000        ",45,55,13,203,27,114,25,45,14,12,18,10,**        ,**        ,*       21,*       21,**        ,**          
"$10,000 under $25,000",53,105,25,912,33,481,34,60,*       14,*       25,44,60,*       19,*       22,**        ,**        ,**        ,**          
"$25,000 under $50,000",56,159,59,"1,958",47,"1,479",32,88,**        ,**        ,54,165,12,18,11,15,*       24,*        274
"$50,000 or more      ",39,107,41,"3,086",27,"1,440",36,132,--        ,--        ,39,491,13,18,12,12,16,224
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99169                ,"1,311","2,412",706,"39,843",945,"22,632",788,"2,549",150,221,"1,054","5,099",178,207,111,114,167,"3,717"
"Under $10,000        ",336,270,56,"1,193",260,"1,118",166,161,64,71,152,45,30,41,21,22,**        ,**          
"$10,000 under $25,000",408,666,164,"6,414",229,"3,491",171,445,74,145,347,491,37,43,20,20,*       37,*        524
"$25,000 under $50,000",322,812,283,"11,814",260,"7,817",234,587,12,5,310,"1,154",56,62,34,36,66,"1,941"
"$50,000 or more      ",245,664,203,"20,422",196,"10,206",217,"1,356",--        ,--        ,245,"3,409",55,61,36,36,64,"1,252"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99170                ,498,"1,050",344,"15,059",378,"9,983",331,749,73,95,400,"1,955",74,81,85,86,65,760
"Under $10,000        ",125,142,38,-110,97,488,66,71,36,34,53,25,19,21,15,16,*       12,*        116
"$10,000 under $25,000",123,232,60,"2,026",89,"1,341",69,117,*       37,*       61,101,141,16,17,19,19,**        ,**          
"$25,000 under $50,000",150,394,152,"5,537",121,"4,048",107,149,**        ,**        ,146,547,26,29,26,26,24,260
"$50,000 or more      ",100,282,94,"7,606",71,"4,106",89,412,--        ,--        ,100,"1,242",13,14,25,25,29,384
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99171                ,494,971,259,"16,883",354,"8,278",367,"1,602",43,63,407,"2,325",65,75,75,78,68,931
"Under $10,000        ",115,97,14,118,85,378,72,62,17,18,51,16,13,16,12,12,**        ,**          
"$10,000 under $25,000",138,254,62,"2,409",98,"1,469",84,177,*       26,*       45,116,151,15,17,15,16,*       15,*        196
"$25,000 under $50,000",114,277,80,"4,115",89,"2,409",93,283,**        ,**        ,113,445,23,25,16,16,16,176
"$50,000 or more      ",127,343,103,"10,241",82,"4,022",118,"1,080",--        ,--        ,127,"1,713",14,17,32,34,37,559
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99173                ,439,"1,021",381,"9,961",365,"7,814",189,310,116,192,312,942,71,82,47,48,60,"1,309"
"Under $10,000        ",124,209,72,218,96,500,41,39,56,72,48,18,22,26,**        ,**        ,10,131
"$10,000 under $25,000",145,348,134,"2,441",121,"1,826",53,70,*       60,*      120,102,119,21,26,*       26,*       27,13,712
"$25,000 under $50,000",125,349,138,"4,424",110,"3,615",66,154,**        ,**        ,117,384,*       28,*       30,*       21,*       21,23,263
"$50,000 or more      ",45,115,37,"2,878",38,"1,873",29,47,--        ,--        ,45,421,**        ,**        ,**        ,**        ,14,203
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99174                ,38,75,14,"1,375",31,945,18,70,**        ,**        ,32,155,**        ,**        ,--        ,--        ,**        ,**          
"Under $10,000        ",*       11,*       16,*        3,*        103,**        ,**          ,**        ,**        ,**        ,**        ,**        ,**          ,--        ,--        ,--        ,--        ,--        ,--          
"$10,000 under $25,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**        ,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          
"$25,000 under $50,000",17,35,6,655,*       31,*        945,*       18,*       70,--        ,--        ,*       22,*         76,**        ,**        ,--        ,--        ,**        ,**          
"$50,000 or more      ",10,24,5,617,**        ,**          ,**        ,**        ,--        ,--        ,10,79,**        ,**        ,--        ,--        ,**        ,**          
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99176                ,100,200,66,"3,123",75,"1,705",71,227,12,25,83,384,21,25,17,18,11,163
"Under $10,000        ",25,27,10,98,19,104,16,17,*       12,*       25,12,5,**        ,**        ,**        ,**        ,--        ,--          
"$10,000 under $25,000",27,45,11,457,19,312,17,13,**        ,**        ,23,33,**        ,**        ,**        ,**        ,**        ,**          
"$25,000 under $50,000",25,62,22,920,18,527,19,99,**        ,**        ,25,102,*       21,*       25,*       17,*       18,*       11,*        163
"$50,000 or more      ",23,66,23,"1,648",19,762,19,98,--        ,--        ,23,244,**        ,**        ,**        ,**        ,**        ,**          
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99179                ,206,424,146,"7,308",163,"4,115",154,487,19,25,172,892,31,33,27,28,35,450
"Under $10,000        ",51,45,11,255,43,267,27,24,*       19,*       25,27,8,**        ,**        ,**        ,**        ,**        ,**          
"$10,000 under $25,000",38,58,12,661,22,350,28,47,**        ,**        ,31,42,**        ,**        ,**        ,**        ,**        ,**          
"$25,000 under $50,000",67,185,85,"2,485",57,"1,643",54,97,**        ,**        ,64,229,*       31,*       33,*       17,*       18,*       17,*        192
"$50,000 or more      ",50,136,38,"3,907",41,"1,855",45,319,--        ,--        ,50,613,**        ,**        ,10,10,18,258
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99180                ,333,726,250,"9,600",269,"8,911",156,476,65,98,246,"1,752",42,47,25,25,53,719
"Under $10,000        ",102,153,51,-906,79,371,33,125,38,45,36,16,20,21,*       11,*       11,**        ,**          
"$10,000 under $25,000",102,219,71,"1,788",74,"1,151",43,72,*       27,*       53,83,101,*       22,*       26,**        ,**        ,**        ,**          
"$25,000 under $50,000",79,215,84,"2,921",73,"2,562",38,61,**        ,**        ,77,252,**        ,**        ,*       14,*       14,*       29,*        400
"$50,000 or more      ",50,139,44,"5,797",43,"4,827",42,218,--        ,--        ,50,"1,383",**        ,**        ,**        ,**        ,24,319
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99181                ,621,"1,374",481,"15,702",472,"11,138",361,876,127,221,439,"1,701",133,159,49,51,122,"1,405"
"Under $10,000        ",192,308,98,198,128,627,84,170,69,100,58,45,45,54,18,20,10,86
"$10,000 under $25,000",167,367,139,"2,701",121,"1,705",85,186,*       58,*      121,126,159,30,35,*       21,*       21,13,113
"$25,000 under $50,000",166,419,141,"5,976",142,"4,423",106,175,**        ,**        ,159,542,31,34,**        ,**        ,51,554
"$50,000 or more      ",96,280,103,"6,827",81,"4,383",86,345,--        ,--        ,96,955,27,36,10,10,48,652
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99185                ,672,"1,302",404,"22,210",521,"11,632",463,"1,398",76,101,529,"2,900",98,119,60,63,107,"1,578"
"Under $10,000        ",197,168,56,499,160,779,106,85,35,37,85,24,17,20,11,11,**        ,**          
"$10,000 under $25,000",151,285,68,"2,663",100,"1,388",97,318,31,58,125,171,24,29,10,10,*       25,*        277
"$25,000 under $50,000",169,436,145,"6,210",142,"4,002",121,233,10,6,164,589,32,40,12,13,27,356
"$50,000 or more      ",155,413,135,"12,838",119,"5,463",139,762,--        ,--        ,155,"2,116",25,30,27,29,55,945
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99200                ,17,20,4,423,14,300,**        ,**        ,**        ,**        ,12,55,**        ,**        ,--        ,--        ,**        ,**          
"Under $10,000        ",**        ,**        ,**        ,**          ,*       14,*        300,**        ,**        ,**        ,**        ,**        ,**          ,--        ,--        ,--        ,--        ,--        ,--          
"$10,000 under $25,000",*       17,*       20,*        4,*        423,**        ,**          ,**        ,**        ,**        ,**        ,*       12,*         55,**        ,**        ,--        ,--        ,--        ,--          
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          ,--        ,--        ,--        ,--        ,**        ,**          
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99201                ,"3,564","6,234","1,929","91,050","3,058","64,338","1,275","4,895",998,"1,340","2,455","12,229",367,426,**        ,**        ,417,"6,790"
"Under $10,000        ","1,184","1,675",530,"5,303","1,026","5,023",219,257,611,565,348,128,112,130,**        ,**        ,30,437
"$10,000 under $25,000","1,352","2,371",740,"22,298","1,170","18,206",420,728,354,759,"1,096","1,364",106,128,**        ,**        ,79,865
"$25,000 under $50,000",699,"1,428",443,"23,966",605,"19,192",357,735,33,16,682,"2,357",81,93,**        ,**        ,134,"1,423"
"$50,000 or more      ",329,760,216,"39,483",257,"21,917",279,"3,175",--        ,--        ,329,"8,380",68,75,**        ,**        ,174,"4,065"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99202                ,"7,048","13,146","4,355","205,273","6,096","138,511","2,846","7,134","1,827","2,753","5,156","25,119",794,925,22,23,"1,168","14,404"
"Under $10,000        ","1,923","2,734",953,"9,165","1,649","8,125",401,348,932,"1,003",606,198,175,205,*       11,*       12,34,296
"$10,000 under $25,000","2,592","4,603","1,525","43,301","2,247","35,704",857,"1,455",792,"1,709","2,058","2,610",249,289,**        ,**        ,234,"2,054"
"$25,000 under $50,000","1,754","3,855","1,288","61,688","1,560","50,806",941,"1,684",103,41,"1,713","5,909",217,256,*       11,*       11,460,"4,555"
"$50,000 or more      ",779,"1,954",589,"91,119",640,"43,876",647,"3,647",--        ,--        ,779,"16,402",153,175,**        ,**        ,440,"7,499"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99203                ,"10,356","19,159","5,382","572,966","7,926","350,909","7,377","24,789",706,839,"9,028","100,060","1,754","2,024",32,33,"3,908","60,271"
"Under $10,000        ","2,008","1,313",222,"5,660","1,389","6,649",986,"1,098",338,268,"1,002",341,190,215,**        ,**        ,73,"1,006"
"$10,000 under $25,000","2,110","3,079",576,"36,272","1,470","23,144","1,231","2,578",310,545,"1,838","2,495",260,304,**        ,**        ,318,"3,401"
"$25,000 under $50,000","2,698","5,290","1,474","99,435","2,202","73,102","1,959","3,870",58,26,"2,650","10,258",482,555,**        ,**        ,"1,067","11,332"
"$50,000 or more      ","3,540","9,477","3,110","431,599","2,865","248,014","3,201","17,243",--        ,--        ,"3,538","86,966",822,950,*       32,*       33,"2,450","44,532"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99204                ,"5,085","8,031","1,844","169,248","4,301","111,287","2,421","7,261",878,945,"4,018","25,131",584,681,46,49,891,"13,959"
"Under $10,000        ","1,353","1,549",319,"5,984","1,144","6,231",351,315,581,432,505,163,114,130,*       11,*       13,39,468
"$10,000 under $25,000","1,809","2,482",452,"30,003","1,556","24,470",643,"1,130",277,506,"1,609","2,114",115,128,**        ,**        ,85,901
"$25,000 under $50,000","1,097","1,929",429,"38,679",933,"30,131",692,"1,330",20,7,"1,078","4,161",150,179,10,10,272,"3,066"
"$50,000 or more      ",826,"2,071",644,"94,582",668,"50,455",735,"4,486",--        ,--        ,826,"18,693",205,244,25,26,495,"9,524"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99205                ,"19,148","36,310","10,920","550,108","16,066","417,023","9,948","18,945","3,138","4,599","15,502","56,999","2,143","2,466",48,48,"4,181","43,470"
"Under $10,000        ","3,977","4,433","1,245","19,494","3,261","16,311","1,165",940,"1,332","1,525","1,468",494,382,451,**        ,**        ,103,980
"$10,000 under $25,000","6,188","10,428","2,880","106,354","4,939","79,339","2,717","4,844","1,522","2,934","5,170","6,582",527,586,*       15,*       15,662,"5,657"
"$25,000 under $50,000","6,123","13,803","4,435","219,262","5,411","178,346","3,741","5,644",284,140,"6,008","20,428",803,923,10,10,"1,988","18,941"
"$50,000 or more      ","2,860","7,646","2,360","204,998","2,455","143,027","2,325","7,517",--        ,--        ,"2,856","29,495",431,506,23,23,"1,428","17,892"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99206                ,"13,982","27,671","8,940","531,237","11,940","382,201","7,858","17,170","1,823","2,670","11,489","70,073","1,989","2,312",58,59,"4,184","55,118"
"Under $10,000        ","3,035","2,687",735,"12,960","2,527","12,438","1,049",780,757,869,"1,223",422,274,319,**        ,**        ,110,"1,409"
"$10,000 under $25,000","3,922","6,430","1,691","67,157","3,190","50,669","1,590","3,000",907,"1,729","3,325","4,269",405,481,*       19,*       19,418,"4,321"
"$25,000 under $50,000","3,501","8,184","2,769","126,509","3,078","100,732","2,174","3,357",159,72,"3,420","11,701",589,675,14,14,"1,279","13,643"
"$50,000 or more      ","3,524","10,370","3,745","324,611","3,145","218,362","3,045","10,033",--        ,--        ,"3,521","53,681",721,837,25,26,"2,377","35,745"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99207                ,"16,340","31,542","10,687","391,773","14,379","313,092","6,490","11,648","4,128","6,375","12,124","36,991","1,616","1,853",59,60,"2,393","25,492"
"Under $10,000        ","4,191","5,784","2,024","20,957","3,635","18,656",866,972,"1,907","2,287","1,366",441,365,417,10,10,78,864
"$10,000 under $25,000","6,185","11,197","3,698","105,215","5,370","86,551","2,096","3,237","1,941","3,956","4,909","6,141",497,571,10,10,520,"4,756"
"$25,000 under $50,000","4,488","10,583","3,693","157,607","4,107","133,828","2,375","3,222",280,132,"4,373","14,362",523,611,19,20,"1,148","11,017"
"$50,000 or more      ","1,476","3,978","1,272","107,994","1,267","74,057","1,153","4,217",--        ,--        ,"1,476","16,047",231,254,20,20,647,"8,855"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99208                ,"15,372","30,946","9,817","689,036","12,670","477,999","10,175","24,098","1,207","1,744","13,023","102,097","2,182","2,571",82,84,"5,582","80,362"
"Under $10,000        ","3,205","2,207",463,"6,013","2,539","12,658","1,352","1,268",495,542,"1,408",493,227,268,10,11,98,"1,440"
"$10,000 under $25,000","3,500","5,370","1,160","59,492","2,669","41,564","1,804","3,466",613,"1,161","3,028","3,839",350,410,11,11,412,"4,434"
"$25,000 under $50,000","3,646","8,225","2,573","133,710","3,011","97,472","2,549","5,151",99,41,"3,577","12,484",600,721,23,23,"1,471","17,578"
"$50,000 or more      ","5,021","15,144","5,621","489,821","4,451","326,305","4,470","14,213",--        ,--        ,"5,010","85,281","1,005","1,172",38,39,"3,601","56,910"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99209                ,493,900,283,"16,025",431,"11,161",243,618,86,124,387,"2,160",72,77,**        ,**        ,107,"1,267"
"Under $10,000        ",103,149,49,490,88,450,33,11,46,56,30,12,18,19,--        ,--        ,**        ,**          
"$10,000 under $25,000",166,267,71,"2,869",147,"2,409",55,75,*       40,*       68,135,184,15,16,--        ,--        ,*       21,*        176
"$25,000 under $50,000",148,288,95,"5,308",131,"4,250",93,165,**        ,**        ,146,589,26,29,**        ,**        ,41,396
"$50,000 or more      ",76,196,68,"7,358",65,"4,052",62,367,--        ,--        ,76,"1,375",13,13,--        ,--        ,45,695
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99210                ,517,766,150,"22,775",375,"12,198",292,"2,400",71,65,415,"4,095",64,79,10,10,153,"3,281"
"Under $10,000        ",114,126,16,245,89,497,34,68,51,28,40,15,13,17,--        ,--        ,**        ,**          
"$10,000 under $25,000",163,224,43,"2,654",130,"2,019",58,152,20,37,141,195,18,24,*       10,*       10,*       24,*        409
"$25,000 under $50,000",102,149,32,"3,667",72,"2,376",68,328,--        ,--        ,99,448,12,14,**        ,**        ,33,517
"$50,000 or more      ",138,267,59,"16,209",84,"7,306",132,"1,852",--        ,--        ,135,"3,437",21,24,**        ,**        ,96,"2,355"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99211                ,142,234,56,"9,357",112,"5,294",97,391,11,12,118,"2,126",32,37,**        ,**        ,47,638
"Under $10,000        ",25,21,3,66,13,53,12,20,*       11,*       12,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          
"$10,000 under $25,000",29,47,11,512,22,344,15,27,**        ,**        ,*       31,*         50,*       19,*       23,**        ,**        ,**        ,**          
"$25,000 under $50,000",45,80,20,"1,575",40,"1,256",31,33,--        ,--        ,44,162,*       13,*       14,--        ,--        ,*       22,*        215
"$50,000 or more      ",43,86,22,"7,204",37,"3,641",39,311,--        ,--        ,43,"1,914",**        ,**        ,**        ,**        ,25,423
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99212                ,"8,367","15,683","4,606","324,403","7,064","221,987","4,519","11,110","1,183","1,678","6,905","46,631","1,099","1,277",33,37,"2,247","30,605"
"Under $10,000        ","1,713","1,765",461,"5,870","1,369","7,128",525,639,490,515,667,239,174,206,**        ,**        ,61,920
"$10,000 under $25,000","2,594","4,175","1,064","44,571","2,092","33,710","1,097","1,751",602,"1,122","2,227","2,907",275,319,*       21,*       23,275,"2,690"
"$25,000 under $50,000","2,356","5,127","1,612","84,270","2,083","68,263","1,415","2,364",91,41,"2,308","8,120",333,386,**        ,**        ,810,"8,594"
"$50,000 or more      ","1,704","4,616","1,469","189,692","1,520","112,886","1,482","6,356",--        ,--        ,"1,703","35,365",317,366,12,14,"1,101","18,401"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99213                ,168,271,44,"8,094",125,"4,228",105,747,20,18,144,"1,315",35,39,**        ,**        ,49,901
"Under $10,000        ",30,33,3,68,19,113,12,7,*       20,*       18,12,13,**        ,**        ,**        ,**        ,**        ,**          
"$10,000 under $25,000",53,79,14,926,38,711,23,40,**        ,**        ,47,65,*       23,*       25,--        ,--        ,**        ,**          
"$25,000 under $50,000",41,63,10,"1,477",33,"1,026",31,87,--        ,--        ,41,182,**        ,**        ,--        ,--        ,*       22,*        223
"$50,000 or more      ",44,96,17,"5,623",35,"2,378",39,613,--        ,--        ,44,"1,055",12,14,--        ,--        ,27,678
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99214                ,486,815,166,"31,840",379,"11,530",293,"1,818",59,66,419,"5,717",108,129,**        ,**        ,137,"2,741"
"Under $10,000        ",94,109,21,264,62,329,41,69,32,23,47,21,29,34,--        ,--        ,**        ,**          
"$10,000 under $25,000",155,229,43,"2,739",127,"1,957",67,108,*       27,*       43,137,200,23,25,**        ,**        ,*       25,*        241
"$25,000 under $50,000",138,250,54,"5,049",112,"3,714",95,237,**        ,**        ,136,533,24,27,**        ,**        ,46,555
"$50,000 or more      ",99,227,48,"23,788",78,"5,530",90,"1,404",--        ,--        ,99,"4,963",32,43,**        ,**        ,66,"1,945"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99215                ,47,74,12,"1,902",43,"1,630",33,43,**        ,**        ,42,275,**        ,**        ,--        ,--        ,13,147
"Under $10,000        ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**        ,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          
"$10,000 under $25,000",*       21,*       24,*        3,*        305,*       19,*        301,*       21,*       14,**        ,**        ,*       16,*         22,--        ,--        ,--        ,--        ,--        ,--          
"$25,000 under $50,000",13,19,1,487,11,337,**        ,**        ,--        ,--        ,13,65,**        ,**        ,--        ,--        ,*       13,*        147
"$50,000 or more      ",13,31,8,"1,110",13,992,12,29,--        ,--        ,13,188,**        ,**        ,--        ,--        ,**        ,**          
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
99216                ,"9,294","18,290","5,859","305,830","8,021","237,352","4,972","8,759","1,306","1,956","7,663","34,918","1,147","1,347",41,41,"2,535","39,489"
"Under $10,000        ","1,911","1,765",466,"7,926","1,585","8,083",597,580,498,591,773,264,175,192,**        ,**        ,56,585
"$10,000 under $25,000","2,712","4,555","1,266","46,475","2,214","35,775","1,080","1,883",709,"1,320","2,272","2,832",254,306,*       14,*       14,265,"2,628"
"$25,000 under $50,000","2,684","6,153","2,023","97,343","2,408","80,245","1,652","2,326",99,45,"2,636","9,081",375,448,11,11,955,"10,055"
"$50,000 or more      ","1,987","5,817","2,104","154,086","1,814","113,249","1,643","3,970",--        ,--        ,"1,982","22,741",343,401,16,16,"1,259","26,221"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
